attrs,values
units,"m/s"
model_var,""
dtime_units,"hour"
level_type,"isobaric"
time_type,"UT"
time_bounds,"[0, 0]"
level,time,dtime,id,lon,lat,wind_speed
0,2022-05-22 15:00:00,0,3746,-1.75500000,51.16199875,4.09999990
0,2022-05-22 15:00:00,0,3749,-1.57000005,51.15000153,4.09999990
0,2022-05-22 15:00:00,0,3761,-0.94499999,51.23899841,5.09999990
0,2022-05-22 15:00:00,0,3768,-0.76700002,51.28300095,4.59999990
0,2022-05-22 15:00:00,0,3769,-0.22900000,51.14400101,3.09999990
0,2022-05-22 15:00:00,0,3770,-0.13100000,51.50500107,
0,2022-05-22 15:00:00,0,3772,-0.45100001,51.47900009,3.59999990
0,2022-05-22 15:00:00,0,3781,-0.08300000,51.29999924,4.09999990
0,2022-05-22 15:00:00,0,3796,1.35000002,51.13299942,1.50000000
0,2022-05-22 15:00:00,0,3797,1.33599997,51.34600067,5.69999981
0,2022-05-22 15:00:00,0,3803,-6.29600000,49.91400146,4.59999990
0,2022-05-22 15:00:00,0,3808,-5.32700014,50.21799850,5.09999990
0,2022-05-22 15:00:00,0,3809,-5.25699997,50.08399963,3.59999990
0,2022-05-22 15:00:00,0,3823,-4.66699982,50.50000000,3.59999990
0,2022-05-22 15:00:00,0,3827,-4.12099981,50.35499954,4.09999990
0,2022-05-22 15:00:00,0,3840,-3.23300004,50.86700058,3.09999990
0,2022-05-22 15:00:00,0,3844,-3.40400004,50.73699951,3.59999990
0,2022-05-22 15:00:00,0,3853,-2.64299989,51.00600052,3.59999990
0,2022-05-22 15:00:00,0,3857,-2.45000005,50.51699829,2.09999990
0,2022-05-22 15:00:00,0,3862,-1.83599997,50.77899933,3.59999990
0,2022-05-22 15:00:00,0,3866,-1.29999995,50.56700134,3.09999990
0,2022-05-22 15:00:00,0,3872,-0.92199999,50.81499863,4.59999990
0,2022-05-22 15:00:00,0,3876,-0.28299999,50.83300018,3.59999990
0,2022-05-22 15:00:00,0,3882,0.31700000,50.89899826,2.59999990
0,2022-05-22 15:00:00,0,3894,-2.59800005,49.43299866,2.59999990
0,2022-05-22 15:00:00,0,3895,-2.20000005,49.21699905,1.00000000
0,2022-05-22 15:00:00,0,3901,-7.59999990,54.33300018,7.69999981
0,2022-05-22 15:00:00,0,3904,-7.58300018,54.71699905,5.69999981
0,2022-05-22 15:00:00,0,3907,-6.94999981,55.16699982,5.69999981
0,2022-05-22 15:00:00,0,3911,-6.81699991,54.71699905,4.59999990
0,2022-05-22 15:00:00,0,3915,-6.46700001,54.86700058,5.09999990
0,2022-05-22 15:00:00,0,3916,-6.15000010,55.18299866,6.69999981
0,2022-05-22 15:00:00,0,3917,-6.22599983,54.66299820,4.09999990
0,2022-05-22 15:00:00,0,3923,-6.50400019,54.23699951,5.09999990
0,2022-05-22 15:00:00,0,3930,-2.55800009,51.55099869,3.09999990
0,2022-05-22 15:00:00,0,3931,1.16700006,52.45000076,5.69999981
0,2022-05-22 15:00:00,0,3951,-9.42899990,51.47700119,6.00000000
0,2022-05-22 15:00:00,0,3952,-8.25000000,51.79999924,8.00000000
0,2022-05-22 15:00:00,0,3953,-10.25000000,51.93299866,9.00000000
0,2022-05-22 15:00:00,0,3955,-8.48299980,51.84999847,6.00000000
0,2022-05-22 15:00:00,0,3956,-6.50000000,52.29999924,6.00000000
0,2022-05-22 15:00:00,0,3961,-6.91699982,52.86700058,6.00000000
0,2022-05-22 15:00:00,0,3962,-8.91699982,52.70000076,8.00000000
0,2022-05-22 15:00:00,0,3963,-9.89999962,53.31700134,11.00000000
0,2022-05-22 15:00:00,0,3966,-8.00000000,53.01699829,5.00000000
0,2022-05-22 15:00:00,0,3967,-6.43300009,53.29999924,7.00000000
0,2022-05-22 15:00:00,0,3969,-6.25000000,53.43299866,8.00000000
0,2022-05-22 15:00:00,0,3970,-8.98299980,53.71699905,7.00000000
0,2022-05-22 15:00:00,0,3971,-7.36700010,53.53300095,4.00000000
0,2022-05-22 15:00:00,0,3973,-8.81700039,53.90000153,7.00000000
0,2022-05-22 15:00:00,0,3976,-10.00000000,54.23300171,11.00000000
0,2022-05-22 15:00:00,0,3978,-8.25000000,54.50000000,7.00000000
0,2022-05-22 15:00:00,0,3979,-7.31699991,54.04999924,6.00000000
0,2022-05-22 15:00:00,0,3980,-7.33300018,55.36700058,6.00000000
0,2022-05-22 15:00:00,0,6005,-7.68300009,62.09999847,
0,2022-05-22 15:00:00,0,6009,-6.66699982,61.40000153,
0,2022-05-22 15:00:00,0,6011,-6.76499987,62.02299881,
0,2022-05-22 15:00:00,0,6012,-6.31699991,62.31700134,
0,2022-05-22 15:00:00,0,6019,8.63300037,56.93299866,5.09999990
0,2022-05-22 15:00:00,0,6021,8.60000038,57.11700058,
0,2022-05-22 15:00:00,0,6030,9.85099983,57.09600067,3.09999990
0,2022-05-22 15:00:00,0,6031,9.94999981,57.18299866,2.59999990
0,2022-05-22 15:00:00,0,6032,10.33300018,57.38299942,4.09999990
0,2022-05-22 15:00:00,0,6033,9.96700001,57.59999847,5.69999981
0,2022-05-22 15:00:00,0,6041,10.63300037,57.73300171,5.69999981
0,2022-05-22 15:00:00,0,6044,10.31700039,56.98300171,5.09999990
0,2022-05-22 15:00:00,0,6049,10.10000038,56.56700134,3.59999990
0,2022-05-22 15:00:00,0,6052,8.21700001,56.70000076,5.69999981
0,2022-05-22 15:00:00,0,6055,8.11699963,56.36700058,5.09999990
0,2022-05-22 15:00:00,0,6056,8.66699982,56.38299942,3.59999990
0,2022-05-22 15:00:00,0,6058,8.14999962,56.00000000,4.59999990
0,2022-05-22 15:00:00,0,6060,9.11699963,56.29999924,4.59999990
0,2022-05-22 15:00:00,0,6065,9.51700020,56.70000076,3.59999990
0,2022-05-22 15:00:00,0,6068,9.18299961,56.09999847,4.09999990
0,2022-05-22 15:00:00,0,6070,10.62600040,56.30799866,3.59999990
0,2022-05-22 15:00:00,0,6072,10.13300037,56.29999924,2.59999990
0,2022-05-22 15:00:00,0,6073,10.51399994,56.09600067,
0,2022-05-22 15:00:00,0,6074,10.13300037,56.08300018,2.59999990
0,2022-05-22 15:00:00,0,6079,11.51700020,56.71699905,1.00000000
0,2022-05-22 15:00:00,0,6080,8.56400013,55.52899933,
0,2022-05-22 15:00:00,0,6081,8.08300018,55.54999924,3.59999990
0,2022-05-22 15:00:00,0,6082,8.63300037,55.96699905,3.09999990
0,2022-05-22 15:00:00,0,6093,8.66699982,55.29999924,4.59999990
0,2022-05-22 15:00:00,0,6096,8.56700039,55.18299866,
0,2022-05-22 15:00:00,0,6102,9.78299999,55.86700058,1.00000000
0,2022-05-22 15:00:00,0,6104,9.16699982,55.73300171,4.59999990
0,2022-05-22 15:00:00,0,6108,9.33300018,55.43299866,4.59999990
0,2022-05-22 15:00:00,0,6109,9.11699963,55.46699905,3.09999990
0,2022-05-22 15:00:00,0,6110,9.26700020,55.23300171,3.59999990
0,2022-05-22 15:00:00,0,6119,9.98299980,54.84999847,3.09999990
0,2022-05-22 15:00:00,0,6120,10.33100033,55.47499847,3.09999990
0,2022-05-22 15:00:00,0,6123,9.89999962,55.31700134,3.09999990
0,2022-05-22 15:00:00,0,6124,10.56700039,55.01699829,3.59999990
0,2022-05-22 15:00:00,0,6126,10.43299961,55.31700134,3.09999990
0,2022-05-22 15:00:00,0,6135,11.38300037,55.31700134,3.09999990
0,2022-05-22 15:00:00,0,6136,11.33300018,55.25000000,2.59999990
0,2022-05-22 15:00:00,0,6138,11.00000000,54.81700134,2.59999990
0,2022-05-22 15:00:00,0,6141,11.33300018,54.83300018,2.59999990
0,2022-05-22 15:00:00,0,6147,12.18299961,54.88299942,4.09999990
0,2022-05-22 15:00:00,0,6149,11.96700001,54.56700134,5.69999981
0,2022-05-22 15:00:00,0,6151,11.13300037,55.16699982,3.09999990
0,2022-05-22 15:00:00,0,6154,11.86699963,55.20000076,3.59999990
0,2022-05-22 15:00:00,0,6156,11.58300018,55.73300171,3.59999990
0,2022-05-22 15:00:00,0,6159,10.86699963,55.75000000,2.59999990
0,2022-05-22 15:00:00,0,6168,12.35000038,56.11700058,1.50000000
0,2022-05-22 15:00:00,0,6169,11.28299999,56.01699829,3.09999990
0,2022-05-22 15:00:00,0,6170,12.13300037,55.58300018,3.59999990
0,2022-05-22 15:00:00,0,6174,12.14999962,55.40000153,2.09999990
0,2022-05-22 15:00:00,0,6180,12.64500046,55.61399841,5.09999990
0,2022-05-22 15:00:00,0,6181,12.53299999,55.76699829,2.09999990
0,2022-05-22 15:00:00,0,6183,12.71700001,55.53300095,3.59999990
0,2022-05-22 15:00:00,0,6188,12.41699982,55.88299942,2.59999990
0,2022-05-22 15:00:00,0,6190,14.75000000,55.06700134,
0,2022-05-22 15:00:00,0,6193,14.77200031,55.29800034,5.69999981
0,2022-05-22 15:00:00,0,6201,2.93300009,54.31700134,7.00000000
0,2022-05-22 15:00:00,0,6203,3.34999990,52.36700058,1.00000000
0,2022-05-22 15:00:00,0,6204,3.63299990,53.26699829,5.00000000
0,2022-05-22 15:00:00,0,6205,3.81699991,55.41699982,7.00000000
0,2022-05-22 15:00:00,0,6207,4.96000004,53.61399841,3.00000000
0,2022-05-22 15:00:00,0,6208,5.94999981,53.50000000,3.00000000
0,2022-05-22 15:00:00,0,6211,2.95000005,53.81700134,5.00000000
0,2022-05-22 15:00:00,0,6212,4.15000010,52.91699982,2.00000000
0,2022-05-22 15:00:00,0,6214,6.04199982,54.03699875,1.00000000
0,2022-05-22 15:00:00,0,6235,4.78100014,52.92699814,3.00000000
0,2022-05-22 15:00:00,0,6239,4.69600010,54.85400009,6.00000000
0,2022-05-22 15:00:00,0,6240,4.78999996,52.31700134,2.00000000
0,2022-05-22 15:00:00,0,6251,5.34999990,53.38299942,2.00000000
0,2022-05-22 15:00:00,0,6252,3.21700001,53.21699905,6.00000000
0,2022-05-22 15:00:00,0,6260,5.18300009,52.09999847,3.00000000
0,2022-05-22 15:00:00,0,6269,5.53299999,52.45000076,3.00000000
0,2022-05-22 15:00:00,0,6270,5.75199986,53.22299957,2.00000000
0,2022-05-22 15:00:00,0,6280,6.58300018,53.11700058,3.00000000
0,2022-05-22 15:00:00,0,6290,6.90000010,52.26699829,3.00000000
0,2022-05-22 15:00:00,0,6310,3.59599996,51.44100189,4.00000000
0,2022-05-22 15:00:00,0,6344,4.43300009,51.95000076,3.00000000
0,2022-05-22 15:00:00,0,6370,5.41699982,51.45000076,3.00000000
0,2022-05-22 15:00:00,0,6380,5.76200008,50.90499878,1.00000000
0,2022-05-22 15:00:00,0,6400,2.65000010,51.08300018,4.00000000
0,2022-05-22 15:00:00,0,6407,2.88299990,51.20000076,6.00000000
0,2022-05-22 15:00:00,0,6414,3.11700010,50.90000153,2.00000000
0,2022-05-22 15:00:00,0,6418,3.20000005,51.34999847,6.00000000
0,2022-05-22 15:00:00,0,6428,3.66700006,50.93299866,2.00000000
0,2022-05-22 15:00:00,0,6432,3.83299994,50.56700134,1.00000000
0,2022-05-22 15:00:00,0,6434,3.81699991,50.98300171,2.00000000
0,2022-05-22 15:00:00,0,6438,4.36700010,51.31700134,3.00000000
0,2022-05-22 15:00:00,0,6439,4.51700020,51.06700134,3.00000000
0,2022-05-22 15:00:00,0,6447,4.34999990,50.79999924,2.00000000
0,2022-05-22 15:00:00,0,6449,4.43300009,50.45000076,3.00000000
0,2022-05-22 15:00:00,0,6450,4.44999981,51.18299866,2.00000000
0,2022-05-22 15:00:00,0,6451,4.53299999,50.90000153,2.00000000
0,2022-05-22 15:00:00,0,6455,4.59999990,50.09999847,1.00000000
0,2022-05-22 15:00:00,0,6456,4.65000010,50.23300171,1.00000000
0,2022-05-22 15:00:00,0,6458,4.76700020,50.75000000,2.00000000
0,2022-05-22 15:00:00,0,6459,4.68300009,50.58300018,2.00000000
0,2022-05-22 15:00:00,0,6464,5.03299999,51.21699905,2.00000000
0,2022-05-22 15:00:00,0,6465,5.06699991,51.00000000,1.00000000
0,2022-05-22 15:00:00,0,6472,5.25000000,50.20000076,2.00000000
0,2022-05-22 15:00:00,0,6476,5.40399981,50.03900146,
0,2022-05-22 15:00:00,0,6477,5.44999981,50.91699982,2.00000000
0,2022-05-22 15:00:00,0,6478,5.44999981,50.65000153,1.00000000
0,2022-05-22 15:00:00,0,6479,5.46700001,51.16699982,2.00000000
0,2022-05-22 15:00:00,0,6484,5.58300018,49.61700058,2.00000000
0,2022-05-22 15:00:00,0,6490,5.91699982,50.48300171,2.00000000
0,2022-05-22 15:00:00,0,6494,6.06699991,50.51699829,3.00000000
0,2022-05-22 15:00:00,0,6496,6.18300009,50.48300171,2.00000000
0,2022-05-22 15:00:00,0,6590,6.23299980,49.63299942,2.00000000
0,2022-05-22 15:00:00,0,6601,7.58400011,47.54100037,1.00000000
0,2022-05-22 15:00:00,0,6602,7.34899998,47.35200119,3.09999990
0,2022-05-22 15:00:00,0,6603,6.81699991,46.46699905,1.00000000
0,2022-05-22 15:00:00,0,6604,6.94999981,47.00000000,1.00000000
0,2022-05-22 15:00:00,0,6605,7.05399990,47.13199997,6.19999981
0,2022-05-22 15:00:00,0,6606,7.05900002,47.04700089,1.00000000
0,2022-05-22 15:00:00,0,6608,6.97900009,47.04899979,1.50000000
0,2022-05-22 15:00:00,0,6609,7.01800013,46.54600143,4.59999990
0,2022-05-22 15:00:00,0,6610,6.94199991,46.81200027,3.09999990
0,2022-05-22 15:00:00,0,6612,6.79199982,47.08300018,3.59999990
0,2022-05-22 15:00:00,0,6613,7.65000010,46.59999847,3.09999990
0,2022-05-22 15:00:00,0,6614,7.01700020,46.11700058,1.00000000
0,2022-05-22 15:00:00,0,6615,7.23299980,46.06700134,1.00000000
0,2022-05-22 15:00:00,0,6616,6.94999981,47.43299866,1.00000000
0,2022-05-22 15:00:00,0,6617,6.61000013,46.98400116,5.69999981
0,2022-05-22 15:00:00,0,6618,6.56799984,46.73699951,1.00000000
0,2022-05-22 15:00:00,0,6619,6.57600021,46.84099960,2.59999990
0,2022-05-22 15:00:00,0,6620,8.61999989,47.68999863,2.09999990
0,2022-05-22 15:00:00,0,6621,9.28299999,47.59999847,1.50000000
0,2022-05-22 15:00:00,0,6623,9.02400017,47.65100098,1.50000000
0,2022-05-22 15:00:00,0,6624,8.46700001,47.70000076,2.09999990
0,2022-05-22 15:00:00,0,6625,7.11399984,46.77099991,1.00000000
0,2022-05-22 15:00:00,0,6626,7.97399998,47.36299896,1.50000000
0,2022-05-22 15:00:00,0,6627,7.13999987,46.47999954,3.59999990
0,2022-05-22 15:00:00,0,6628,7.26599979,46.74800110,1.00000000
0,2022-05-22 15:00:00,0,6631,7.46400023,46.99100113,2.09999990
0,2022-05-22 15:00:00,0,6632,7.41499996,47.17900085,2.09999990
0,2022-05-22 15:00:00,0,6633,8.08300018,47.38299942,1.00000000
