attrs,values
units,"1"
model_var,""
dtime_units,"hour"
level_type,"isobaric"
time_type,"UT"
time_bounds,"[0, 0]"
level,time,dtime,id,lon,lat,neighbour_selection_method,vertical_displacement
0,2000-01-01,0,385,-1.61940002,52.50809860,nearest,-35.88429260
0,2000-01-01,0,386,-1.20459998,53.70529938,nearest,-0.92764187
0,2000-01-01,0,387,-1.04920006,53.20059967,nearest,2.62746048
0,2000-01-01,0,388,-1.13220000,53.22650146,nearest,-0.61761475
0,2000-01-01,0,389,-1.06110001,53.41370010,nearest,2.03371429
0,2000-01-01,0,390,-1.64900005,55.24000168,nearest,5.46191025
0,2000-01-01,0,391,-2.44700003,53.53200150,nearest,-40.25857544
0,2000-01-01,0,392,-1.38499999,52.99800110,nearest,4.96516418
0,2000-01-01,0,393,-1.38150001,52.69350052,nearest,-14.63510132
0,2000-01-01,0,394,-1.69079995,53.27330017,nearest,-7.27926636
0,2000-01-01,0,395,-3.89590001,55.52199936,nearest,16.84825134
0,2000-01-01,0,396,-3.82640004,55.61240005,nearest,8.18386841
0,2000-01-01,0,397,-3.89479995,55.52209854,nearest,16.84825134
0,2000-01-01,0,398,-4.28299999,55.37829971,nearest,3.89831543
0,2000-01-01,0,399,-4.40899992,55.45380020,nearest,39.60379028
0,2000-01-01,0,400,-4.37659979,55.33319855,nearest,-118.86590576
0,2000-01-01,0,401,-3.83699989,55.59299850,nearest,-19.79080200
0,2000-01-01,0,402,-3.15319991,55.82630157,nearest,88.00181580
0,2000-01-01,0,403,-3.98690009,55.54079819,nearest,-45.13189697
0,2000-01-01,0,404,-3.41310000,56.11669922,nearest,-20.29180908
0,2000-01-01,0,405,-3.88870001,51.69390106,nearest,-76.46265411
0,2000-01-01,0,406,-3.61350012,51.73149872,nearest,52.39718628
0,2000-01-01,0,407,-4.01020002,50.40959930,nearest,14.78945923
0,2000-01-01,0,408,-0.82160002,54.55619812,nearest,85.00000000
0,2000-01-01,0,409,-7.38000011,54.59000015,nearest,26.92811584
0,2000-01-01,0,414,-0.19820000,53.94789886,nearest,14.00000000
