attrs,values
units,"m s-1"
model_var,""
dtime_units,"hour"
level_type,"isobaric"
time_type,"UT"
time_bounds,"[0, 0]"
level,time,dtime,id,lon,lat,wind_speed,percentile
0,2022-05-17 03:00:00,130,1,0.69559997,51.57139969,,50.00000000
0,2022-05-17 03:00:00,130,2,-0.36829999,51.87440109,,50.00000000
0,2022-05-17 03:00:00,130,3,-1.35669994,50.95029831,,50.00000000
0,2022-05-17 03:00:00,130,4,0.02950000,51.32149887,,50.00000000
0,2022-05-17 03:00:00,130,5,0.05800000,51.50479889,,50.00000000
0,2022-05-17 03:00:00,130,6,0.93919998,50.95610046,,50.00000000
0,2022-05-17 03:00:00,130,7,-0.62669998,52.07030106,,50.00000000
0,2022-05-17 03:00:00,130,8,-5.87699986,54.61299896,,50.00000000
0,2022-05-17 03:00:00,130,9,-1.74810004,52.45389938,,50.00000000
0,2022-05-17 03:00:00,130,11,-2.71919990,51.38280106,,50.00000000
0,2022-05-17 03:00:00,130,12,0.17500000,52.20500183,,50.00000000
0,2022-05-17 03:00:00,130,14,-2.80920005,54.93750000,,50.00000000
0,2022-05-17 03:00:00,130,15,-2.30559993,52.63999939,,50.00000000
0,2022-05-17 03:00:00,130,17,-3.02579999,56.45249939,,50.00000000
0,2022-05-17 03:00:00,130,18,-1.32669997,52.83110046,,50.00000000
0,2022-05-17 03:00:00,130,19,-3.41389990,50.73440170,,50.00000000
0,2022-05-17 03:00:00,130,22,-0.34720001,53.57970047,,50.00000000
0,2022-05-17 03:00:00,130,23,-4.04750013,57.54240036,,50.00000000
0,2022-05-17 03:00:00,130,24,0.56110001,52.40940094,,50.00000000
0,2022-05-17 03:00:00,130,25,-1.66059995,53.86579895,,50.00000000
0,2022-05-17 03:00:00,130,26,-2.84999990,53.33359909,,50.00000000
0,2022-05-17 03:00:00,130,28,0.48830000,52.36080170,,50.00000000
0,2022-05-17 03:00:00,130,29,-1.69169998,55.03749847,,50.00000000
0,2022-05-17 03:00:00,130,30,1.28279996,52.67610168,,50.00000000
0,2022-05-17 03:00:00,130,32,-4.58669996,55.50780106,,50.00000000
0,2022-05-17 03:00:00,130,33,-1.29920006,60.43220139,,50.00000000
0,2022-05-17 03:00:00,130,34,-1.38859999,53.39440155,,50.00000000
0,2022-05-17 03:00:00,130,37,-1.42349994,54.51250076,,50.00000000
0,2022-05-17 03:00:00,130,50,-0.12000000,52.34999847,,50.00000000
0,2022-05-17 03:00:00,130,51,-2.16000009,55.25000000,,50.00000000
0,2022-05-17 03:00:00,130,52,-4.87209988,58.61750031,,50.00000000
0,2022-05-17 03:00:00,130,53,-2.28640008,51.43920135,,50.00000000
0,2022-05-17 03:00:00,130,63,-4.32999992,53.09999847,,50.00000000
0,2022-05-17 03:00:00,130,69,-5.23000002,50.00000000,,50.00000000
0,2022-05-17 03:00:00,130,98,-2.88540006,53.74459839,,50.00000000
0,2022-05-17 03:00:00,130,111,1.72000003,52.63000107,,50.00000000
0,2022-05-17 03:00:00,130,127,-1.32040000,51.83560181,,50.00000000
0,2022-05-17 03:00:00,130,134,-1.77999997,51.68000031,,50.00000000
0,2022-05-17 03:00:00,130,139,-0.73710001,51.79119873,,50.00000000
0,2022-05-17 03:00:00,130,201,-3.23289990,54.10639954,,50.00000000
0,2022-05-17 03:00:00,130,203,-4.94589996,56.28239822,,50.00000000
0,2022-05-17 03:00:00,130,204,-0.22480001,52.72639847,,50.00000000
0,2022-05-17 03:00:00,130,205,-0.10620000,52.50410080,,50.00000000
0,2022-05-17 03:00:00,130,206,0.10820000,52.83789825,,50.00000000
0,2022-05-17 03:00:00,130,207,-0.02400000,52.43470001,,50.00000000
0,2022-05-17 03:00:00,130,208,-4.85449982,57.13069916,,50.00000000
0,2022-05-17 03:00:00,130,209,-4.13000011,58.04999924,,50.00000000
0,2022-05-17 03:00:00,130,210,-1.37860000,54.66429901,,50.00000000
0,2022-05-17 03:00:00,130,211,-2.83010006,55.67060089,,50.00000000
0,2022-05-17 03:00:00,130,212,-1.75950003,54.74380112,,50.00000000
0,2022-05-17 03:00:00,130,213,-2.51620007,55.90069962,,50.00000000
0,2022-05-17 03:00:00,130,216,-4.81160021,55.68460083,,50.00000000
0,2022-05-17 03:00:00,130,217,-0.64260000,53.62699890,,50.00000000
0,2022-05-17 03:00:00,130,220,1.66719997,52.71260071,,50.00000000
0,2022-05-17 03:00:00,130,222,-3.60019994,52.54940033,,50.00000000
0,2022-05-17 03:00:00,130,223,-5.55870008,55.63779831,,50.00000000
0,2022-05-17 03:00:00,130,224,-1.30159998,54.69319916,,50.00000000
0,2022-05-17 03:00:00,130,225,-1.68460000,54.84700012,,50.00000000
0,2022-05-17 03:00:00,130,226,-3.57399988,54.59460068,,50.00000000
0,2022-05-17 03:00:00,130,228,-5.09399986,54.87549973,,50.00000000
0,2022-05-17 03:00:00,130,229,0.10190000,53.66880035,,50.00000000
0,2022-05-17 03:00:00,130,230,-1.93770003,53.78160095,,50.00000000
0,2022-05-17 03:00:00,130,231,-3.48000002,57.45000076,,50.00000000
0,2022-05-17 03:00:00,130,232,-3.03180003,53.45809937,,50.00000000
0,2022-05-17 03:00:00,130,233,-3.87879992,52.40940094,,50.00000000
0,2022-05-17 03:00:00,130,234,-4.40939999,53.40719986,,50.00000000
0,2022-05-17 03:00:00,130,235,-3.68330002,54.75000000,,50.00000000
0,2022-05-17 03:00:00,130,237,-1.68789995,53.53789902,,50.00000000
0,2022-05-17 03:00:00,130,238,1.78690004,52.64250183,,50.00000000
0,2022-05-17 03:00:00,130,240,0.14810000,52.58000183,,50.00000000
0,2022-05-17 03:00:00,130,242,-1.80239999,54.75830078,,50.00000000
0,2022-05-17 03:00:00,130,243,-4.22370005,57.47790146,,50.00000000
0,2022-05-17 03:00:00,130,244,-4.25890017,55.86370087,,50.00000000
0,2022-05-17 03:00:00,130,245,-1.59700000,54.97700119,,50.00000000
0,2022-05-17 03:00:00,130,246,-5.87699986,54.61299896,,50.00000000
0,2022-05-17 03:00:00,130,247,-1.89649999,52.47969818,,50.00000000
0,2022-05-17 03:00:00,130,248,-2.24110007,53.47629929,,50.00000000
0,2022-05-17 03:00:00,130,249,-2.58969998,51.45370102,,50.00000000
0,2022-05-17 03:00:00,130,250,-0.10800000,51.52099991,,50.00000000
0,2022-05-17 03:00:00,130,251,-3.52999997,50.72190094,,50.00000000
0,2022-05-17 03:00:00,130,253,-5.57800007,55.57120132,,50.00000000
0,2022-05-17 03:00:00,130,254,-4.12430000,55.36460114,,50.00000000
0,2022-05-17 03:00:00,130,255,-5.15689993,56.03179932,,50.00000000
0,2022-05-17 03:00:00,130,256,-2.85150003,55.80599976,,50.00000000
0,2022-05-17 03:00:00,130,257,-3.92059994,55.55459976,,50.00000000
0,2022-05-17 03:00:00,130,258,-6.10340023,54.80599976,,50.00000000
0,2022-05-17 03:00:00,130,259,-6.81820011,55.01739883,,50.00000000
0,2022-05-17 03:00:00,130,260,-2.15479994,53.75030136,,50.00000000
0,2022-05-17 03:00:00,130,261,-5.03380013,50.35200119,,50.00000000
0,2022-05-17 03:00:00,130,262,-6.25629997,55.02989960,,50.00000000
0,2022-05-17 03:00:00,130,263,-8.01469994,54.43849945,,50.00000000
0,2022-05-17 03:00:00,130,264,-3.75149989,55.77000046,,50.00000000
0,2022-05-17 03:00:00,130,265,-4.33220005,57.80170059,,50.00000000
0,2022-05-17 03:00:00,130,266,-3.66350007,56.24489975,,50.00000000
0,2022-05-17 03:00:00,130,267,0.15140000,52.58610153,,50.00000000
0,2022-05-17 03:00:00,130,268,-4.24490023,55.68569946,,50.00000000
0,2022-05-17 03:00:00,130,269,-4.05859995,55.22249985,,50.00000000
0,2022-05-17 03:00:00,130,270,-7.98880005,54.70009995,,50.00000000
0,2022-05-17 03:00:00,130,271,-3.41939998,52.45159912,,50.00000000
0,2022-05-17 03:00:00,130,272,-5.27220011,56.38299942,,50.00000000
0,2022-05-17 03:00:00,130,273,-6.45499992,57.42900085,,50.00000000
0,2022-05-17 03:00:00,130,274,-3.44330001,58.29999924,,50.00000000
0,2022-05-17 03:00:00,130,275,-2.63700008,57.66099930,,50.00000000
0,2022-05-17 03:00:00,130,276,-4.06479979,56.26350021,,50.00000000
0,2022-05-17 03:00:00,130,277,-3.37129998,57.53720093,,50.00000000
0,2022-05-17 03:00:00,130,278,-3.45679998,58.42940140,,50.00000000
0,2022-05-17 03:00:00,130,279,-3.75079989,52.40499878,,50.00000000
0,2022-05-17 03:00:00,130,280,-3.65919995,55.18629837,,50.00000000
0,2022-05-17 03:00:00,130,281,-3.35630012,56.67940140,,50.00000000
0,2022-05-17 03:00:00,130,282,-4.10220003,56.07540131,,50.00000000
0,2022-05-17 03:00:00,130,283,-4.09410000,57.32500076,,50.00000000
0,2022-05-17 03:00:00,130,284,-2.64429998,57.41189957,,50.00000000
0,2022-05-17 03:00:00,130,285,-4.72300005,55.24580002,,50.00000000
0,2022-05-17 03:00:00,130,286,-2.69300008,57.45019913,,50.00000000
0,2022-05-17 03:00:00,130,287,-3.21630001,55.11270142,,50.00000000
0,2022-05-17 03:00:00,130,288,-2.68939996,59.18960190,,50.00000000
0,2022-05-17 03:00:00,130,289,-5.67910004,55.49380112,,50.00000000
0,2022-05-17 03:00:00,130,294,-7.02440023,54.96319962,,50.00000000
0,2022-05-17 03:00:00,130,301,-7.61670017,54.15850067,,50.00000000
0,2022-05-17 03:00:00,130,303,-7.11269999,54.50270081,,50.00000000
0,2022-05-17 03:00:00,130,307,-4.88299990,57.71699905,,50.00000000
0,2022-05-17 03:00:00,130,311,-4.02169991,52.30469894,,50.00000000
0,2022-05-17 03:00:00,130,313,-1.41639996,54.76290131,,50.00000000
0,2022-05-17 03:00:00,130,314,-3.17759991,54.18830109,,50.00000000
0,2022-05-17 03:00:00,130,315,-3.13240004,55.71070099,,50.00000000
0,2022-05-17 03:00:00,130,316,-3.55520010,54.65560150,,50.00000000
0,2022-05-17 03:00:00,130,317,-3.54299998,54.67480087,,50.00000000
0,2022-05-17 03:00:00,130,341,-1.43350005,54.83179855,,50.00000000
0,2022-05-17 03:00:00,130,342,-1.44140005,54.77590179,,50.00000000
0,2022-05-17 03:00:00,130,343,-1.37629998,54.66680145,,50.00000000
0,2022-05-17 03:00:00,130,344,-3.38019991,55.15470123,,50.00000000
0,2022-05-17 03:00:00,130,348,1.13999999,51.45000076,,50.00000000
0,2022-05-17 03:00:00,130,349,0.95969999,50.91339874,,50.00000000
0,2022-05-17 03:00:00,130,350,-1.18110001,54.63550186,,50.00000000
0,2022-05-17 03:00:00,130,351,-2.91779995,54.03049850,,50.00000000
0,2022-05-17 03:00:00,130,352,-3.13170004,51.20709991,,50.00000000
0,2022-05-17 03:00:00,130,353,-4.89650011,55.72019958,,50.00000000
0,2022-05-17 03:00:00,130,355,-2.40799999,55.96799850,,50.00000000
0,2022-05-17 03:00:00,130,356,-0.23029999,52.93460083,,50.00000000
0,2022-05-17 03:00:00,130,357,-3.67389989,52.63790131,,50.00000000
0,2022-05-17 03:00:00,130,358,-4.54589987,50.64799881,,50.00000000
0,2022-05-17 03:00:00,130,359,-3.07850003,54.87300110,,50.00000000
