attrs,values
units,"m s-1"
model_var,""
dtime_units,"hour"
level_type,"isobaric"
time_type,"UT"
time_bounds,"['[', '0', ',', ' ', '0', ']']"
level,time,dtime,id,lon,lat,wind_speed,percentile
0.00000000,2023-02-20 06:00:00,6,866,0.15490000,52.23339844,5.14287901,50.00000000
0.00000000,2023-02-20 06:00:00,6,867,0.04020000,53.39039993,5.10249996,50.00000000
0.00000000,2023-02-20 06:00:00,6,868,1.73450005,52.46810150,5.08659649,50.00000000
0.00000000,2023-02-20 06:00:00,6,869,0.32049999,51.69110107,4.51165056,50.00000000
0.00000000,2023-02-20 06:00:00,6,870,0.87760001,51.94440079,4.94701242,50.00000000
0.00000000,2023-02-20 06:00:00,6,871,-0.60549998,52.61380005,5.06007195,50.00000000
0.00000000,2023-02-20 06:00:00,6,872,1.29859996,52.69010162,5.22535467,50.00000000
0.00000000,2023-02-20 06:00:00,6,873,0.99210000,52.19620132,4.96328449,50.00000000
0.00000000,2023-02-20 06:00:00,6,874,1.16489995,51.84640121,4.76403666,50.00000000
0.00000000,2023-02-20 06:00:00,6,875,0.80140001,52.56940079,5.16849709,50.00000000
0.00000000,2023-02-20 06:00:00,6,876,-0.45870000,52.47940063,5.35416460,50.00000000
0.00000000,2023-02-20 06:00:00,6,877,-0.24770001,52.51580048,5.49392366,50.00000000
0.00000000,2023-02-20 06:00:00,6,878,-0.27230000,51.97729874,4.45497417,50.00000000
0.00000000,2023-02-20 06:00:00,6,879,1.26250005,52.26979828,5.19215059,50.00000000
0.00000000,2023-02-20 06:00:00,6,880,1.72389996,52.60639954,5.38971615,50.00000000
0.00000000,2023-02-20 06:00:00,6,881,-0.06550000,53.57550049,5.42065001,50.00000000
0.00000000,2023-02-20 06:00:00,6,882,-0.00900000,53.54389954,5.46230078,50.00000000
0.00000000,2023-02-20 06:00:00,6,883,5.49079990,59.75320053,4.82337379,50.00000000
0.00000000,2023-02-20 06:00:00,6,884,5.49079990,59.75320053,4.82337379,50.00000000
0.00000000,2023-02-20 06:00:00,6,885,5.49079990,59.75320053,4.82337379,50.00000000
0.00000000,2023-02-20 06:00:00,6,886,5.49079990,59.75320053,4.82337379,50.00000000
0.00000000,2023-02-20 06:00:00,6,887,5.49079990,59.75320053,4.82337379,50.00000000
0.00000000,2023-02-20 06:00:00,6,888,5.49079990,59.75320053,4.82337379,50.00000000
0.00000000,2023-02-20 06:00:00,6,889,5.49079990,59.75320053,4.82337379,50.00000000
0.00000000,2023-02-20 06:00:00,6,890,5.49079990,59.75320053,4.82337379,50.00000000
0.00000000,2023-02-20 06:00:00,6,891,5.49079990,59.75320053,4.82337379,50.00000000
0.00000000,2023-02-20 06:00:00,6,892,5.49079990,59.75320053,4.82337379,50.00000000
0.00000000,2023-02-20 06:00:00,6,893,5.49079990,59.75320053,4.82337379,50.00000000
0.00000000,2023-02-20 06:00:00,6,894,5.49079990,59.75320053,4.82337379,50.00000000
0.00000000,2023-02-20 06:00:00,6,895,5.49079990,59.75320053,4.82337379,50.00000000
0.00000000,2023-02-20 06:00:00,6,896,5.49079990,59.75320053,4.82337379,50.00000000
0.00000000,2023-02-20 06:00:00,6,897,5.49079990,59.75320053,4.82337379,50.00000000
0.00000000,2023-02-20 06:00:00,6,898,5.49079990,59.75320053,4.82337379,50.00000000
0.00000000,2023-02-20 06:00:00,6,899,5.48330021,59.71670151,5.87926245,50.00000000
0.00000000,2023-02-20 06:00:00,6,900,5.58330011,59.71670151,4.32919502,50.00000000
0.00000000,2023-02-20 06:00:00,6,901,-0.53509998,51.54830170,4.05082512,50.00000000
0.00000000,2023-02-20 06:00:00,6,902,-0.09020000,51.50529861,3.13498688,50.00000000
0.00000000,2023-02-20 06:00:00,6,903,-0.09880000,51.51390076,3.31858349,50.00000000
0.00000000,2023-02-20 06:00:00,6,904,-1.59920001,51.20980072,3.95765114,50.00000000
0.00000000,2023-02-20 06:00:00,6,905,-3.73320007,56.70380020,1.59328854,50.00000000
0.00000000,2023-02-20 06:00:00,6,906,-1.36090004,51.84220123,4.52249908,50.00000000
0.00000000,2023-02-20 06:00:00,6,907,-2.40330005,56.83890152,3.80563116,50.00000000
0.00000000,2023-02-20 06:00:00,6,908,-3.21790004,58.35910034,8.01819706,50.00000000
0.00000000,2023-02-20 06:00:00,6,909,-4.00080013,57.41379929,5.14815521,50.00000000
0.00000000,2023-02-20 06:00:00,6,910,-4.80670023,57.66130066,7.98730040,50.00000000
0.00000000,2023-02-20 06:00:00,6,911,-2.14170003,50.70399857,2.06465554,50.00000000
0.00000000,2023-02-20 06:00:00,6,912,-1.71430004,51.59090042,5.14049244,50.00000000
0.00000000,2023-02-20 06:00:00,6,913,-1.02359998,51.40670013,4.03613615,50.00000000
0.00000000,2023-02-20 06:00:00,6,914,-3.36669993,57.53329849,6.73588991,50.00000000
0.00000000,2023-02-20 06:00:00,6,915,-3.37140012,57.53720093,7.04823780,50.00000000
0.00000000,2023-02-20 06:00:00,6,916,-3.47609997,57.44609833,6.80460739,50.00000000
0.00000000,2023-02-20 06:00:00,6,917,-2.46670008,56.95000076,2.38675952,50.00000000
0.00000000,2023-02-20 06:00:00,6,918,-2.50000000,55.93330002,7.75661039,50.00000000
0.00000000,2023-02-20 06:00:00,6,919,-2.51309991,55.89500046,7.64006853,50.00000000
0.00000000,2023-02-20 06:00:00,6,920,-2.54999995,55.90560150,6.74969959,50.00000000
0.00000000,2023-02-20 06:00:00,6,921,-4.11670017,55.23329926,4.68649435,50.00000000
0.00000000,2023-02-20 06:00:00,6,923,6.71000004,58.15829849,7.67210197,50.00000000
0.00000000,2023-02-20 06:00:00,6,924,-1.89549994,52.98720169,4.01756239,50.00000000
0.00000000,2023-02-20 06:00:00,6,925,-0.44610000,51.47980118,3.70796394,50.00000000
0.00000000,2023-02-20 06:00:00,6,926,-2.57969999,51.45159912,4.13713503,50.00000000
0.00000000,2023-02-20 06:00:00,6,927,-3.17000008,51.47620010,4.08077908,50.00000000
0.00000000,2023-02-20 06:00:00,6,928,-1.06649995,52.95529938,5.04223967,50.00000000
0.00000000,2023-02-20 06:00:00,6,929,-2.97810006,53.40679932,3.15046906,50.00000000
0.00000000,2023-02-20 06:00:00,6,930,-1.61609995,54.97129822,7.34056044,50.00000000
0.00000000,2023-02-20 06:00:00,6,931,-9.60789967,51.39730072,4.17227173,50.00000000
0.00000000,2023-02-20 06:00:00,6,932,-6.41760015,49.87860107,2.94406009,50.00000000
0.00000000,2023-02-20 06:00:00,6,933,-6.30229998,49.98199844,3.17012000,50.00000000
0.00000000,2023-02-20 06:00:00,6,934,-1.30009997,50.76710129,3.13384008,50.00000000
0.00000000,2023-02-20 06:00:00,6,935,-4.15360022,50.35430145,1.87172997,50.00000000
0.00000000,2023-02-20 06:00:00,6,936,-2.45659995,50.51250076,3.62113404,50.00000000
0.00000000,2023-02-20 06:00:00,6,937,-5.72160006,50.06579971,2.61004162,50.00000000
0.00000000,2023-02-20 06:00:00,6,938,-5.20669985,49.95399857,2.32148194,50.00000000
0.00000000,2023-02-20 06:00:00,6,939,-8.91170025,51.05849838,5.13574982,50.00000000
0.00000000,2023-02-20 06:00:00,6,940,-8.05039978,50.74789810,4.89603996,50.00000000
0.00000000,2023-02-20 06:00:00,6,941,-7.34410000,50.37310028,3.69320011,50.00000000
0.00000000,2023-02-20 06:00:00,6,942,-2.98609996,50.35319901,3.88706994,50.00000000
0.00000000,2023-02-20 06:00:00,6,943,-3.63669991,50.22150040,3.27335238,50.00000000
0.00000000,2023-02-20 06:00:00,6,944,-5.87109995,54.56499863,4.58235312,50.00000000
0.00000000,2023-02-20 06:00:00,6,945,-6.47989988,54.89950180,3.05460835,50.00000000
0.00000000,2023-02-20 06:00:00,6,946,-7.28870010,55.00519943,4.66582155,50.00000000
0.00000000,2023-02-20 06:00:00,6,947,-7.65810013,54.46960068,3.79421997,50.00000000
0.00000000,2023-02-20 06:00:00,6,948,-6.42080021,54.18700027,5.04832411,50.00000000
0.00000000,2023-02-20 06:00:00,6,949,-4.97679996,55.08100128,4.26486731,50.00000000
0.00000000,2023-02-20 06:00:00,6,950,-2.73790002,53.34640121,3.88379717,50.00000000
0.00000000,2023-02-20 06:00:00,6,951,-4.09140015,56.06990051,4.18644381,50.00000000
0.00000000,2023-02-20 06:00:00,6,952,-4.19180012,55.68149948,6.21332788,50.00000000
0.00000000,2023-02-20 06:00:00,6,953,-4.87860012,57.12799835,6.31847143,50.00000000
0.00000000,2023-02-20 06:00:00,6,954,-4.04220009,58.05369949,8.99032211,50.00000000
0.00000000,2023-02-20 06:00:00,6,955,-4.81059980,55.23210144,7.23389387,50.00000000
0.00000000,2023-02-20 06:00:00,6,956,-3.95350003,55.57820129,9.15506935,50.00000000
0.00000000,2023-02-20 06:00:00,6,957,-3.21050000,55.96490097,4.83510256,50.00000000
0.00000000,2023-02-20 06:00:00,6,958,-3.21300006,55.96540070,4.78278780,50.00000000
0.00000000,2023-02-20 06:00:00,6,959,-0.15840000,51.50640106,3.22254109,50.00000000
0.00000000,2023-02-20 06:00:00,6,960,-0.16000000,51.50939941,3.22254109,50.00000000
0.00000000,2023-02-20 06:00:00,6,961,-0.15820000,51.50849915,3.22254109,50.00000000
0.00000000,2023-02-20 06:00:00,6,962,-0.15770000,51.50770187,3.21670341,50.00000000
0.00000000,2023-02-20 06:00:00,6,963,-0.15730000,51.50749969,3.21087646,50.00000000
0.00000000,2023-02-20 06:00:00,6,964,0.70160002,51.54899979,4.22403765,50.00000000
0.00000000,2023-02-20 06:00:00,6,965,0.72229999,51.55569839,4.26942158,50.00000000
0.00000000,2023-02-20 06:00:00,6,966,-6.15299988,55.18059921,5.07320452,50.00000000
0.00000000,2023-02-20 06:00:00,6,967,-6.22529984,54.66370010,4.31136227,50.00000000
0.00000000,2023-02-20 06:00:00,6,968,-6.94920015,55.16040039,5.11909866,50.00000000
0.00000000,2023-02-20 06:00:00,6,969,-7.57749987,54.70709991,4.85467434,50.00000000
0.00000000,2023-02-20 06:00:00,6,970,-7.64489985,54.39559937,3.39821887,50.00000000
0.00000000,2023-02-20 06:00:00,6,971,-5.58409977,54.67369843,5.74616575,50.00000000
0.00000000,2023-02-20 06:00:00,6,972,-6.50530005,54.23720169,5.81942463,50.00000000
0.00000000,2023-02-20 06:00:00,6,973,-7.07359982,54.63660049,5.62131691,50.00000000
0.00000000,2023-02-20 06:00:00,6,974,2.09489989,51.96969986,8.31299973,50.00000000
0.00000000,2023-02-20 06:00:00,6,975,2.00600004,51.74449921,8.32639980,50.00000000
0.00000000,2023-02-20 06:00:00,6,976,-4.21019983,51.97589874,3.49617577,50.00000000
0.00000000,2023-02-20 06:00:00,6,977,-3.18400002,51.48410034,4.05742645,50.00000000
0.00000000,2023-02-20 06:00:00,6,978,-3.18560004,51.48540115,4.06478977,50.00000000
0.00000000,2023-02-20 06:00:00,6,979,-0.33530000,51.40090179,3.48693347,50.00000000
0.00000000,2023-02-20 06:00:00,6,980,-0.33070001,51.40090179,3.48693347,50.00000000
0.00000000,2023-02-20 06:00:00,6,981,-0.33120000,51.40319824,3.43265295,50.00000000
0.00000000,2023-02-20 06:00:00,6,982,-1.61420000,53.22280121,3.15021849,50.00000000
0.00000000,2023-02-20 06:00:00,6,983,-1.61520004,53.22579956,3.15021849,50.00000000
0.00000000,2023-02-20 06:00:00,6,984,-1.61730003,53.22470093,3.82912397,50.00000000
0.00000000,2023-02-20 06:00:00,6,985,-2.37639999,53.33340073,4.33932686,50.00000000
0.00000000,2023-02-20 06:00:00,6,986,-2.37890005,53.33129883,4.30797005,50.00000000
0.00000000,2023-02-20 06:00:00,6,987,-2.37949991,53.33290100,4.36299467,50.00000000
0.00000000,2023-02-20 06:00:00,6,988,-0.15490000,51.48540115,3.22801805,50.00000000
0.00000000,2023-02-20 06:00:00,6,989,-0.15590000,51.48770142,3.25151420,50.00000000
0.00000000,2023-02-20 06:00:00,6,990,-0.15889999,51.51330185,3.24011707,50.00000000
0.00000000,2023-02-20 06:00:00,6,991,-0.11320000,51.48369980,3.46008253,50.00000000
0.00000000,2023-02-20 06:00:00,6,992,-0.14929999,51.45800018,3.43750000,50.00000000
0.00000000,2023-02-20 06:00:00,6,993,-0.19260000,51.48180008,3.22741842,50.00000000
0.00000000,2023-02-20 06:00:00,6,994,-5.47559977,50.20890045,2.28757215,50.00000000
0.00000000,2023-02-20 06:00:00,6,995,-5.00190020,57.14419937,3.89089441,50.00000000
0.00000000,2023-02-20 06:00:00,6,996,-4.19350004,56.69940186,1.69102514,50.00000000
0.00000000,2023-02-20 06:00:00,6,997,-4.76539993,56.26100159,2.18620825,50.00000000
0.00000000,2023-02-20 06:00:00,6,998,-4.54050016,51.76050186,4.13013363,50.00000000
0.00000000,2023-02-20 06:00:00,6,999,-4.70450020,50.63610077,2.88156962,50.00000000
0.00000000,2023-02-20 06:00:00,6,1210,6.11019993,62.56039810,13.71127033,50.00000000
0.00000000,2023-02-20 06:00:00,6,1311,5.21810007,60.29339981,3.64375758,50.00000000
0.00000000,2023-02-20 06:00:00,6,1338,6.64690018,61.17110062,3.50311780,50.00000000
0.00000000,2023-02-20 06:00:00,6,1364,8.21700001,60.51699829,3.80317569,50.00000000
0.00000000,2023-02-20 06:00:00,6,1384,11.08300018,60.20000076,0.74421155,50.00000000
0.00000000,2023-02-20 06:00:00,6,1397,12.27169991,61.29420090,0.20324439,50.00000000
0.00000000,2023-02-20 06:00:00,6,1400,3.20000005,56.50000000,8.81104851,50.00000000
0.00000000,2023-02-20 06:00:00,6,1415,5.63789988,58.87680054,6.67111588,50.00000000
0.00000000,2023-02-20 06:00:00,6,1427,6.61000013,58.11700058,6.72448397,50.00000000
0.00000000,2023-02-20 06:00:00,6,1447,8.19919968,59.49689865,3.19411922,50.00000000
0.00000000,2023-02-20 06:00:00,6,1452,8.08300018,58.20000076,5.74032879,50.00000000
0.00000000,2023-02-20 06:00:00,6,1483,10.25860023,59.18669891,3.48622251,50.00000000
0.00000000,2023-02-20 06:00:00,6,1488,10.61670017,59.88330078,1.98876369,50.00000000
0.00000000,2023-02-20 06:00:00,6,1492,10.71700001,59.95000076,0.61550689,50.00000000
0.00000000,2023-02-20 06:00:00,6,2407,13.70720005,60.67639923,1.70834827,50.00000000
0.00000000,2023-02-20 06:00:00,6,2512,11.88329983,57.78329849,6.60688114,50.00000000
0.00000000,2023-02-20 06:00:00,6,2513,12.00000000,57.70000076,6.03129959,50.00000000
0.00000000,2023-02-20 06:00:00,6,3002,-0.85399997,60.74900055,15.70893860,50.00000000
0.00000000,2023-02-20 06:00:00,6,3003,-1.29799998,59.87900162,17.27358246,50.00000000
0.00000000,2023-02-20 06:00:00,6,3005,-1.18299997,60.13899994,16.63051796,50.00000000
0.00000000,2023-02-20 06:00:00,6,3006,-1.27699995,60.44699860,14.63207912,50.00000000
0.00000000,2023-02-20 06:00:00,6,3008,-1.62800002,59.52700043,14.49022388,50.00000000
0.00000000,2023-02-20 06:00:00,6,3010,-4.40399981,59.08300018,16.44659042,50.00000000
0.00000000,2023-02-20 06:00:00,6,3011,-5.82999992,59.12400055,17.15479660,50.00000000
0.00000000,2023-02-20 06:00:00,6,3014,-2.06299996,60.11100006,20.41989326,50.00000000
0.00000000,2023-02-20 06:00:00,6,3017,-2.90000010,58.95399857,12.29534721,50.00000000
0.00000000,2023-02-20 06:00:00,6,3022,-7.38299990,57.47499847,3.30781460,50.00000000
0.00000000,2023-02-20 06:00:00,6,3023,-7.39699984,57.35800171,3.32476544,50.00000000
0.00000000,2023-02-20 06:00:00,6,3026,-6.32499981,58.21400070,5.28441191,50.00000000
0.00000000,2023-02-20 06:00:00,6,3031,-4.89599991,57.72499847,7.06755638,50.00000000
0.00000000,2023-02-20 06:00:00,6,3034,-5.63600016,57.85900116,5.80485392,50.00000000
0.00000000,2023-02-20 06:00:00,6,3035,-7.44890022,57.02569962,3.36683011,50.00000000
0.00000000,2023-02-20 06:00:00,6,3037,-5.80900002,57.25699997,3.61255169,50.00000000
0.00000000,2023-02-20 06:00:00,6,3039,-5.68900013,57.41749954,9.18655396,50.00000000
0.00000000,2023-02-20 06:00:00,6,3041,-4.96999979,56.82199860,11.46060085,50.00000000
0.00000000,2023-02-20 06:00:00,6,3044,-4.44199991,58.28799820,3.05487204,50.00000000
0.00000000,2023-02-20 06:00:00,6,3047,-4.70800018,56.86700058,3.24963880,50.00000000
0.00000000,2023-02-20 06:00:00,6,3055,-3.38499999,58.87400055,10.16979599,50.00000000
0.00000000,2023-02-20 06:00:00,6,3062,-3.96600008,57.81900024,5.02803230,50.00000000
0.00000000,2023-02-20 06:00:00,6,3063,-3.82699990,57.20600128,3.87178493,50.00000000
0.00000000,2023-02-20 06:00:00,6,3065,-3.64199996,57.11600113,13.51882458,50.00000000
0.00000000,2023-02-20 06:00:00,6,3066,-3.56060004,57.64939880,5.12325668,50.00000000
0.00000000,2023-02-20 06:00:00,6,3068,-3.32200003,57.71200180,6.16282988,50.00000000
0.00000000,2023-02-20 06:00:00,6,3070,-3.34400010,57.35400009,3.78146458,50.00000000
0.00000000,2023-02-20 06:00:00,6,3072,-3.42000008,56.87900162,6.32004738,50.00000000
0.00000000,2023-02-20 06:00:00,6,3075,-3.08899999,58.45399857,7.73647308,50.00000000
0.00000000,2023-02-20 06:00:00,6,3080,-2.83599997,57.07699966,1.54121792,50.00000000
0.00000000,2023-02-20 06:00:00,6,3081,-3.39700007,57.00600052,3.51866865,50.00000000
0.00000000,2023-02-20 06:00:00,6,3088,-2.26399994,56.85200119,3.15617371,50.00000000
0.00000000,2023-02-20 06:00:00,6,3091,-2.20199990,57.20600128,4.20913363,50.00000000
0.00000000,2023-02-20 06:00:00,6,3092,-1.77300000,57.50299835,4.86574364,50.00000000
0.00000000,2023-02-20 06:00:00,6,3094,-2.12100005,57.69800186,9.83078861,50.00000000
0.00000000,2023-02-20 06:00:00,6,3100,-6.88700008,56.49700165,0.96888679,50.00000000
0.00000000,2023-02-20 06:00:00,6,3105,-6.25600004,55.68099976,5.79237318,50.00000000
0.00000000,2023-02-20 06:00:00,6,3111,-5.69899988,55.44100189,6.71463680,50.00000000
0.00000000,2023-02-20 06:00:00,6,3114,-5.47499990,56.40999985,1.14636064,50.00000000
0.00000000,2023-02-20 06:00:00,6,3116,-5.00099993,56.40999985,1.44985425,50.00000000
0.00000000,2023-02-20 06:00:00,6,3120,-5.30600023,55.70600128,6.47163296,50.00000000
0.00000000,2023-02-20 06:00:00,6,3130,-4.93599987,54.85900116,3.90613389,50.00000000
0.00000000,2023-02-20 06:00:00,6,3132,-4.93599987,54.85900116,3.90613389,50.00000000
0.00000000,2023-02-20 06:00:00,6,3134,-4.53299999,55.90700150,2.98882556,50.00000000
0.00000000,2023-02-20 06:00:00,6,3136,-4.58500004,55.51499939,5.97672987,50.00000000
0.00000000,2023-02-20 06:00:00,6,3138,-4.79400015,55.96200180,3.08774495,50.00000000
0.00000000,2023-02-20 06:00:00,6,3139,-4.22599983,55.60100174,7.00199080,50.00000000
0.00000000,2023-02-20 06:00:00,6,3140,-4.43330002,55.86669922,3.51834583,50.00000000
0.00000000,2023-02-20 06:00:00,6,3144,-3.72900009,56.32600021,2.41394782,50.00000000
0.00000000,2023-02-20 06:00:00,6,3148,-4.32000017,56.42300034,4.13421965,50.00000000
0.00000000,2023-02-20 06:00:00,6,3152,-3.87500000,55.86199951,6.63132381,50.00000000
0.00000000,2023-02-20 06:00:00,6,3153,-4.00799990,54.80300140,4.28007412,50.00000000
0.00000000,2023-02-20 06:00:00,6,3154,-3.64400005,55.05400085,3.61496449,50.00000000
0.00000000,2023-02-20 06:00:00,6,3155,-3.73499990,55.62699890,7.41934156,50.00000000
0.00000000,2023-02-20 06:00:00,6,3158,-2.38299990,55.70899963,6.20069218,50.00000000
0.00000000,2023-02-20 06:00:00,6,3160,-3.34699988,55.95100021,4.64798737,50.00000000
0.00000000,2023-02-20 06:00:00,6,3162,-3.20600009,55.31100082,2.32537365,50.00000000
0.00000000,2023-02-20 06:00:00,6,3166,-3.34299994,55.92800140,4.83909178,50.00000000
0.00000000,2023-02-20 06:00:00,6,3171,-2.86199999,56.37699890,3.47747827,50.00000000
0.00000000,2023-02-20 06:00:00,6,3173,-3.18799996,55.92300034,5.54127693,50.00000000
0.00000000,2023-02-20 06:00:00,6,3174,-2.58500004,56.27899933,4.33668566,50.00000000
0.00000000,2023-02-20 06:00:00,6,3176,-2.51699996,55.35900116,5.93956232,50.00000000
0.00000000,2023-02-20 06:00:00,6,3188,-2.03200006,55.75400162,6.43408537,50.00000000
0.00000000,2023-02-20 06:00:00,6,3204,-4.63210011,54.08489990,5.86164522,50.00000000
0.00000000,2023-02-20 06:00:00,6,3210,-3.61500001,54.51810074,4.55203772,50.00000000
0.00000000,2023-02-20 06:00:00,6,3212,-3.15700006,54.61399841,3.60755706,50.00000000
0.00000000,2023-02-20 06:00:00,6,3213,-3.40700006,54.32500076,5.09975290,50.00000000
0.00000000,2023-02-20 06:00:00,6,3214,-3.25699997,54.12500000,5.58202076,50.00000000
0.00000000,2023-02-20 06:00:00,6,3220,-2.96300006,54.93299866,6.40145206,50.00000000
0.00000000,2023-02-20 06:00:00,6,3224,-2.55299997,55.04999924,6.07301140,50.00000000
0.00000000,2023-02-20 06:00:00,6,3225,-2.68400002,54.50099945,4.68884897,50.00000000
0.00000000,2023-02-20 06:00:00,6,3226,-2.41300011,54.57199860,2.66196680,50.00000000
0.00000000,2023-02-20 06:00:00,6,3227,-2.45000005,54.68399811,10.69145107,50.00000000
0.00000000,2023-02-20 06:00:00,6,3230,-2.27900004,55.28499985,5.00841761,50.00000000
0.00000000,2023-02-20 06:00:00,6,3235,-2.08899999,54.82099915,10.11024475,50.00000000
0.00000000,2023-02-20 06:00:00,6,3238,-1.88000000,55.02000046,8.73553753,50.00000000
0.00000000,2023-02-20 06:00:00,6,3240,-1.60000002,55.42100143,6.14294720,50.00000000
0.00000000,2023-02-20 06:00:00,6,3246,-1.59700000,54.97700119,7.38810158,50.00000000
0.00000000,2023-02-20 06:00:00,6,3257,-1.52999997,54.29600143,3.27247119,50.00000000
0.00000000,2023-02-20 06:00:00,6,3261,-1.41400003,54.13399887,3.93622398,50.00000000
0.00000000,2023-02-20 06:00:00,6,3262,-1.41499996,55.01800156,9.04560566,50.00000000
0.00000000,2023-02-20 06:00:00,6,3265,-1.38999999,54.20399857,3.67765141,50.00000000
0.00000000,2023-02-20 06:00:00,6,3266,-1.25000000,54.04499817,3.53088760,50.00000000
0.00000000,2023-02-20 06:00:00,6,3275,-0.86299998,54.56299973,7.76219749,50.00000000
0.00000000,2023-02-20 06:00:00,6,3281,-0.67299998,54.36199951,6.55564022,50.00000000
0.00000000,2023-02-20 06:00:00,6,3292,-0.17399999,54.09400177,5.99082422,50.00000000
0.00000000,2023-02-20 06:00:00,6,3301,-4.37599993,53.25999832,5.28833532,50.00000000
0.00000000,2023-02-20 06:00:00,6,3302,-4.53700018,53.25199890,5.47133398,50.00000000
0.00000000,2023-02-20 06:00:00,6,3305,-3.94099998,53.09299850,4.52566051,50.00000000
0.00000000,2023-02-20 06:00:00,6,3308,-4.07700014,53.06800079,11.40239239,50.00000000
0.00000000,2023-02-20 06:00:00,6,3313,-3.50900006,53.25899887,3.57357335,50.00000000
0.00000000,2023-02-20 06:00:00,6,3316,-3.05599999,53.49700165,4.34650946,50.00000000
0.00000000,2023-02-20 06:00:00,6,3318,-3.03699994,53.77600098,5.28571320,50.00000000
0.00000000,2023-02-20 06:00:00,6,3321,-2.98600006,53.17399979,4.10127831,50.00000000
0.00000000,2023-02-20 06:00:00,6,3330,-1.97990000,53.12760162,4.96602821,50.00000000
0.00000000,2023-02-20 06:00:00,6,3334,-2.27900004,53.35599899,4.27214432,50.00000000
0.00000000,2023-02-20 06:00:00,6,3339,-2.02900004,53.96699905,6.77656937,50.00000000
0.00000000,2023-02-20 06:00:00,6,3344,-1.86500001,53.81100082,7.35867023,50.00000000
0.00000000,2023-02-20 06:00:00,6,3345,-1.66400003,53.61299896,7.86048269,50.00000000
0.00000000,2023-02-20 06:00:00,6,3346,-1.66700006,53.61700058,7.97532940,50.00000000
0.00000000,2023-02-20 06:00:00,6,3347,-1.55999994,53.79999924,5.25062275,50.00000000
0.00000000,2023-02-20 06:00:00,6,3348,-2.15400004,53.34000015,4.24243546,50.00000000
0.00000000,2023-02-20 06:00:00,6,3350,-1.58200002,53.43299866,8.33181381,50.00000000
0.00000000,2023-02-20 06:00:00,6,3351,-2.38050008,53.35979843,4.17175007,50.00000000
0.00000000,2023-02-20 06:00:00,6,3354,-1.25000000,53.00500107,4.88271904,50.00000000
0.00000000,2023-02-20 06:00:00,6,3355,-1.19700003,53.83599854,5.16512442,50.00000000
0.00000000,2023-02-20 06:00:00,6,3373,-0.54600000,53.30699921,5.53701162,50.00000000
0.00000000,2023-02-20 06:00:00,6,3377,-0.52100003,53.17499924,5.26982975,50.00000000
0.00000000,2023-02-20 06:00:00,6,3379,-0.50199997,53.03099823,6.11860800,50.00000000
0.00000000,2023-02-20 06:00:00,6,3382,-0.43300000,53.86700058,6.10987234,50.00000000
0.00000000,2023-02-20 06:00:00,6,3384,-0.44000000,53.87400055,6.10987234,50.00000000
0.00000000,2023-02-20 06:00:00,6,3385,0.15400000,53.47299957,5.69847870,50.00000000
0.00000000,2023-02-20 06:00:00,6,3391,-0.17100000,53.09400177,6.01557159,50.00000000
0.00000000,2023-02-20 06:00:00,6,3392,0.27399999,53.08800125,6.16885281,50.00000000
0.00000000,2023-02-20 06:00:00,6,3402,-4.63800001,52.82300186,6.35569954,50.00000000
0.00000000,2023-02-20 06:00:00,6,3403,-4.08199978,52.99499893,2.43459940,50.00000000
0.00000000,2023-02-20 06:00:00,6,3405,-4.74200010,52.78900146,7.23840523,50.00000000
0.00000000,2023-02-20 06:00:00,6,3407,-4.12400007,52.80199814,4.25535488,50.00000000
0.00000000,2023-02-20 06:00:00,6,3409,-3.58299994,52.91699982,3.31046939,50.00000000
0.00000000,2023-02-20 06:00:00,6,3410,-3.46399999,52.75699997,4.37932587,50.00000000
0.00000000,2023-02-20 06:00:00,6,3414,-2.66300011,52.79399872,5.26027775,50.00000000
0.00000000,2023-02-20 06:00:00,6,3453,-0.65399998,52.72700119,5.99519205,50.00000000
0.00000000,2023-02-20 06:00:00,6,3462,-0.45899999,52.61109924,5.52637482,50.00000000
0.00000000,2023-02-20 06:00:00,6,3469,0.14100000,52.87300110,6.29215240,50.00000000
0.00000000,2023-02-20 06:00:00,6,3482,0.56900001,52.65100098,5.12968826,50.00000000
0.00000000,2023-02-20 06:00:00,6,3488,1.12699997,52.94900131,7.46772623,50.00000000
0.00000000,2023-02-20 06:00:00,6,3492,1.30200005,52.62500000,4.99953079,50.00000000
0.00000000,2023-02-20 06:00:00,6,3495,1.35599995,52.75600052,5.34823370,50.00000000
0.00000000,2023-02-20 06:00:00,6,3496,1.69299996,52.68600082,5.65743399,50.00000000
0.00000000,2023-02-20 06:00:00,6,3497,1.75000000,52.56700134,6.04763079,50.00000000
0.00000000,2023-02-20 06:00:00,6,3501,-4.00099993,52.41699982,4.11583710,50.00000000
0.00000000,2023-02-20 06:00:00,6,3502,-4.57100010,52.13899994,5.07710886,50.00000000
0.00000000,2023-02-20 06:00:00,6,3503,-3.94700003,52.34400177,2.57538795,50.00000000
0.00000000,2023-02-20 06:00:00,6,3507,-3.61400008,52.06299973,3.41671658,50.00000000
0.00000000,2023-02-20 06:00:00,6,3520,-2.88499999,52.24200058,2.95842934,50.00000000
0.00000000,2023-02-20 06:00:00,6,3522,-2.79999995,52.08300018,2.99254346,50.00000000
0.00000000,2023-02-20 06:00:00,6,3527,-2.30500007,52.12099838,4.10622263,50.00000000
