attrs,values
units,"m s-1"
model_var,""
dtime_units,"hour"
level_type,"isobaric"
time_type,"UT"
time_bounds,"['[', '0', ',', ' ', '0', ']']"
level,time,dtime,id,lon,lat,wind_speed,percentile
0.00000000,2023-02-20 06:00:00,6,553,-2.61139989,55.96500015,5.83003664,50.00000000
0.00000000,2023-02-20 06:00:00,6,554,-3.78160000,55.86650085,7.16640043,50.00000000
0.00000000,2023-02-20 06:00:00,6,555,-1.55400002,55.11149979,8.19622517,50.00000000
0.00000000,2023-02-20 06:00:00,6,556,-1.02670002,53.07249832,5.42650032,50.00000000
0.00000000,2023-02-20 06:00:00,6,557,-1.26220000,52.62960052,5.29540110,50.00000000
0.00000000,2023-02-20 06:00:00,6,558,-1.09909999,52.29539871,5.12359905,50.00000000
0.00000000,2023-02-20 06:00:00,6,559,0.13020000,53.23989868,5.91596985,50.00000000
0.00000000,2023-02-20 06:00:00,6,560,1.48810005,52.29629898,5.26581478,50.00000000
0.00000000,2023-02-20 06:00:00,6,561,-5.15780020,50.28260040,2.30114579,50.00000000
0.00000000,2023-02-20 06:00:00,6,562,-0.52859998,54.15100098,8.17379665,50.00000000
0.00000000,2023-02-20 06:00:00,6,563,-1.33109999,53.61569977,5.83926439,50.00000000
0.00000000,2023-02-20 06:00:00,6,564,-1.75940001,55.49969864,7.58233929,50.00000000
0.00000000,2023-02-20 06:00:00,6,565,0.91769999,51.71799850,5.18934584,50.00000000
0.00000000,2023-02-20 06:00:00,6,566,-0.86699998,53.66770172,5.96991014,50.00000000
0.00000000,2023-02-20 06:00:00,6,567,-3.47399998,52.95550156,6.12664032,50.00000000
0.00000000,2023-02-20 06:00:00,6,568,-0.02360000,52.53390121,5.95275307,50.00000000
0.00000000,2023-02-20 06:00:00,6,569,-5.20289993,50.04479980,2.24785352,50.00000000
0.00000000,2023-02-20 06:00:00,6,570,-4.38700008,50.49850082,1.83895111,50.00000000
0.00000000,2023-02-20 06:00:00,6,571,-1.43869996,54.77970123,6.84430027,50.00000000
0.00000000,2023-02-20 06:00:00,6,572,-3.16939998,54.77379990,6.68022108,50.00000000
0.00000000,2023-02-20 06:00:00,6,573,-1.41540003,54.83050156,7.13716364,50.00000000
0.00000000,2023-02-20 06:00:00,6,574,-1.23800004,53.31159973,4.31200886,50.00000000
0.00000000,2023-02-20 06:00:00,6,575,-2.84759998,53.89820099,5.31710577,50.00000000
0.00000000,2023-02-20 06:00:00,6,576,-0.12070000,52.46210098,5.86729813,50.00000000
0.00000000,2023-02-20 06:00:00,6,577,-5.14060020,50.17559814,2.00189734,50.00000000
0.00000000,2023-02-20 06:00:00,6,578,-0.60329998,53.84799957,6.02044010,50.00000000
0.00000000,2023-02-20 06:00:00,6,579,-1.40680003,54.83259964,7.32678461,50.00000000
0.00000000,2023-02-20 06:00:00,6,580,-4.86259985,50.47930145,2.64301538,50.00000000
0.00000000,2023-02-20 06:00:00,6,581,-0.17160000,52.55659866,5.57373667,50.00000000
0.00000000,2023-02-20 06:00:00,6,582,1.12559998,52.33349991,5.24890852,50.00000000
0.00000000,2023-02-20 06:00:00,6,583,-4.16900015,58.51559830,7.75785589,50.00000000
0.00000000,2023-02-20 06:00:00,6,584,-9.24090004,53.28689957,4.95700788,50.00000000
0.00000000,2023-02-20 06:00:00,6,599,-0.75239998,53.60390091,5.83986998,50.00000000
0.00000000,2023-02-20 06:00:00,6,600,-7.10750008,53.99940109,5.29000711,50.00000000
0.00000000,2023-02-20 06:00:00,6,601,-9.12129974,52.40119934,5.99344683,50.00000000
0.00000000,2023-02-20 06:00:00,6,602,-0.85299999,53.11800003,5.15214586,50.00000000
0.00000000,2023-02-20 06:00:00,6,603,-0.83730000,53.17060089,5.21706867,50.00000000
0.00000000,2023-02-20 06:00:00,6,604,-0.52700001,53.99390030,7.35373688,50.00000000
0.00000000,2023-02-20 06:00:00,6,605,-0.16450000,53.86849976,6.45180082,50.00000000
0.00000000,2023-02-20 06:00:00,6,606,-0.16689999,53.56069946,5.97836494,50.00000000
0.00000000,2023-02-20 06:00:00,6,607,-1.06060004,53.08919907,4.66812086,50.00000000
0.00000000,2023-02-20 06:00:00,6,608,-0.78869998,53.84889984,4.97487116,50.00000000
0.00000000,2023-02-20 06:00:00,6,609,-0.77130002,53.75770187,5.60170841,50.00000000
0.00000000,2023-02-20 06:00:00,6,610,-0.80629998,53.81200027,5.19421816,50.00000000
0.00000000,2023-02-20 06:00:00,6,611,-1.37450004,54.79449844,7.41596270,50.00000000
0.00000000,2023-02-20 06:00:00,6,612,-1.61629999,54.55540085,5.57434082,50.00000000
0.00000000,2023-02-20 06:00:00,6,613,-1.74839997,54.84970093,8.16126633,50.00000000
0.00000000,2023-02-20 06:00:00,6,614,-6.04860020,54.82949829,4.97660542,50.00000000
0.00000000,2023-02-20 06:00:00,6,615,-3.97930002,55.66830063,7.67433596,50.00000000
0.00000000,2023-02-20 06:00:00,6,616,-3.65459991,55.78350067,6.78952646,50.00000000
0.00000000,2023-02-20 06:00:00,6,617,-3.89890003,55.91859818,5.23814869,50.00000000
0.00000000,2023-02-20 06:00:00,6,618,-2.95760012,56.38629913,3.90387201,50.00000000
0.00000000,2023-02-20 06:00:00,6,619,-3.98469996,55.66609955,7.74422455,50.00000000
0.00000000,2023-02-20 06:00:00,6,620,-4.61049986,50.68650055,3.35478711,50.00000000
0.00000000,2023-02-20 06:00:00,6,621,-4.69540024,50.47900009,2.02697062,50.00000000
0.00000000,2023-02-20 06:00:00,6,622,-4.44939995,50.43600082,2.00563979,50.00000000
0.00000000,2023-02-20 06:00:00,6,623,-4.40500021,50.82910156,3.26901913,50.00000000
0.00000000,2023-02-20 06:00:00,6,624,-4.34740019,50.85219955,3.58635759,50.00000000
0.00000000,2023-02-20 06:00:00,6,625,-4.36770010,50.39989853,1.62852478,50.00000000
0.00000000,2023-02-20 06:00:00,6,626,-5.00780010,51.72380066,4.84170055,50.00000000
0.00000000,2023-02-20 06:00:00,6,627,-5.05819988,51.72520065,4.79116583,50.00000000
0.00000000,2023-02-20 06:00:00,6,628,-3.33520007,51.77149963,3.10011411,50.00000000
0.00000000,2023-02-20 06:00:00,6,629,-1.25109994,52.47409821,5.22578669,50.00000000
0.00000000,2023-02-20 06:00:00,6,630,0.19589999,51.47900009,3.67534876,50.00000000
0.00000000,2023-02-20 06:00:00,6,631,-0.14749999,52.29809952,5.61897326,50.00000000
0.00000000,2023-02-20 06:00:00,6,632,-1.27719998,52.17890167,4.83070183,50.00000000
0.00000000,2023-02-20 06:00:00,6,633,9.97739983,53.56019974,6.34624815,50.00000000
0.00000000,2023-02-20 06:00:00,6,634,-3.28299999,53.98300171,7.74170017,50.00000000
0.00000000,2023-02-20 06:00:00,6,635,-4.53299999,53.25000000,5.47133398,50.00000000
0.00000000,2023-02-20 06:00:00,6,636,1.88300002,51.93000031,7.65941000,50.00000000
0.00000000,2023-02-20 06:00:00,6,637,0.43610001,53.12749863,6.43725586,50.00000000
0.00000000,2023-02-20 06:00:00,6,638,-2.98609996,53.17449951,4.13113070,50.00000000
0.00000000,2023-02-20 06:00:00,6,639,-2.57579994,51.52140045,4.68236208,50.00000000
0.00000000,2023-02-20 06:00:00,6,640,-1.53149998,54.29679871,3.27840972,50.00000000
0.00000000,2023-02-20 06:00:00,6,641,-3.40000010,51.40999985,4.43417263,50.00000000
0.00000000,2023-02-20 06:00:00,6,642,-5.28240013,56.37990189,3.31057787,50.00000000
0.00000000,2023-02-20 06:00:00,6,643,-4.45749998,57.72290039,11.19500923,50.00000000
0.00000000,2023-02-20 06:00:00,6,644,-4.17030001,55.28559875,9.64920712,50.00000000
0.00000000,2023-02-20 06:00:00,6,645,-4.74550009,55.24089813,5.43032122,50.00000000
0.00000000,2023-02-20 06:00:00,6,646,-4.13780022,55.57619858,8.23583603,50.00000000
0.00000000,2023-02-20 06:00:00,6,647,-0.24969999,52.06000137,4.89516068,50.00000000
0.00000000,2023-02-20 06:00:00,6,648,-6.82639980,55.10089874,5.84999561,50.00000000
0.00000000,2023-02-20 06:00:00,6,649,0.73439997,52.62860107,5.30233145,50.00000000
0.00000000,2023-02-20 06:00:00,6,650,1.11099994,52.69160080,5.43456125,50.00000000
0.00000000,2023-02-20 06:00:00,6,651,-3.86730003,56.03099823,2.15142679,50.00000000
0.00000000,2023-02-20 06:00:00,6,652,-3.73720002,55.87189865,6.40888166,50.00000000
0.00000000,2023-02-20 06:00:00,6,653,7.98859978,50.41059875,3.71782231,50.00000000
0.00000000,2023-02-20 06:00:00,6,654,8.79790020,53.43439865,6.87552214,50.00000000
0.00000000,2023-02-20 06:00:00,6,656,-4.77740002,54.90499878,4.21823168,50.00000000
0.00000000,2023-02-20 06:00:00,6,660,-7.25880003,54.91419983,7.78719234,50.00000000
0.00000000,2023-02-20 06:00:00,6,661,4.41900015,52.60599899,10.26165009,50.00000000
0.00000000,2023-02-20 06:00:00,6,662,2.96900010,51.55599976,8.57948971,50.00000000
0.00000000,2023-02-20 06:00:00,6,663,4.23099995,51.51300049,4.91750765,50.00000000
0.00000000,2023-02-20 06:00:00,6,664,4.36339998,51.23199844,3.70852327,50.00000000
0.00000000,2023-02-20 06:00:00,6,665,-2.02889991,55.63339996,6.10499191,50.00000000
0.00000000,2023-02-20 06:00:00,6,666,-1.16610003,54.59099960,5.02589417,50.00000000
0.00000000,2023-02-20 06:00:00,6,667,-2.99119997,53.39709854,2.04304314,50.00000000
0.00000000,2023-02-20 06:00:00,6,668,9.27079964,54.74729919,8.46996117,50.00000000
0.00000000,2023-02-20 06:00:00,6,669,9.49880028,54.11940002,8.57475185,50.00000000
0.00000000,2023-02-20 06:00:00,6,670,9.45499992,54.38510132,8.50473022,50.00000000
0.00000000,2023-02-20 06:00:00,6,671,2.28909993,48.83190155,0.40488237,50.00000000
0.00000000,2023-02-20 06:00:00,6,672,-6.22730017,54.87889862,4.00613451,50.00000000
0.00000000,2023-02-20 06:00:00,6,673,0.23840000,53.31999969,5.44622469,50.00000000
0.00000000,2023-02-20 06:00:00,6,674,-2.71289992,51.50870132,4.76302242,50.00000000
0.00000000,2023-02-20 06:00:00,6,675,-3.10220003,51.50579834,4.49641800,50.00000000
0.00000000,2023-02-20 06:00:00,6,676,0.16480000,51.51599884,3.66231370,50.00000000
0.00000000,2023-02-20 06:00:00,6,677,-1.03460002,52.80879974,5.90259695,50.00000000
0.00000000,2023-02-20 06:00:00,6,678,-2.89829993,56.48519897,3.14225888,50.00000000
0.00000000,2023-02-20 06:00:00,6,679,-4.16559982,55.73749924,6.27922344,50.00000000
0.00000000,2023-02-20 06:00:00,6,680,0.08340000,53.43299866,5.08864784,50.00000000
0.00000000,2023-02-20 06:00:00,6,681,-4.27379990,50.92399979,3.61738706,50.00000000
0.00000000,2023-02-20 06:00:00,6,682,-0.98559999,51.41870117,3.96006227,50.00000000
0.00000000,2023-02-20 06:00:00,6,683,-2.26780009,51.70209885,5.32082081,50.00000000
0.00000000,2023-02-20 06:00:00,6,684,-2.58240008,51.25450134,4.50368929,50.00000000
0.00000000,2023-02-20 06:00:00,6,685,1.65439999,52.70999908,5.63297653,50.00000000
0.00000000,2023-02-20 06:00:00,6,686,0.68339998,52.65679932,5.50823832,50.00000000
0.00000000,2023-02-20 06:00:00,6,687,-1.08829999,53.29539871,4.14000034,50.00000000
0.00000000,2023-02-20 06:00:00,6,688,-1.96519995,51.71490097,4.84528255,50.00000000
0.00000000,2023-02-20 06:00:00,6,689,-0.16960000,51.15340042,3.10391212,50.00000000
0.00000000,2023-02-20 06:00:00,6,690,-0.61919999,51.18209839,3.25182152,50.00000000
0.00000000,2023-02-20 06:00:00,6,691,-0.20020001,51.79690170,4.16638231,50.00000000
0.00000000,2023-02-20 06:00:00,6,692,-0.23980001,51.52460098,3.17590332,50.00000000
0.00000000,2023-02-20 06:00:00,6,693,-0.05280000,51.47980118,3.38291836,50.00000000
0.00000000,2023-02-20 06:00:00,6,694,-1.33910000,52.06330109,4.73165607,50.00000000
0.00000000,2023-02-20 06:00:00,6,695,-1.23800004,51.74980164,4.07585526,50.00000000
0.00000000,2023-02-20 06:00:00,6,696,-0.97369999,51.45370102,3.96593714,50.00000000
0.00000000,2023-02-20 06:00:00,6,697,-1.73389995,51.41830063,4.24070454,50.00000000
0.00000000,2023-02-20 06:00:00,6,698,-0.81169999,51.81549835,4.84132147,50.00000000
0.00000000,2023-02-20 06:00:00,6,699,-1.09119999,51.26490021,3.99454045,50.00000000
0.00000000,2023-02-20 06:00:00,6,700,-1.72220004,51.92729950,5.52860117,50.00000000
0.00000000,2023-02-20 06:00:00,6,701,-0.08010000,51.65290070,3.59892344,50.00000000
0.00000000,2023-02-20 06:00:00,6,702,0.15400000,51.86380005,4.60795546,50.00000000
0.00000000,2023-02-20 06:00:00,6,703,-0.19210000,51.45500183,3.33781481,50.00000000
0.00000000,2023-02-20 06:00:00,6,704,-0.00120000,51.54100037,3.10934567,50.00000000
0.00000000,2023-02-20 06:00:00,6,705,0.09630000,51.37110138,3.74706388,50.00000000
0.00000000,2023-02-20 06:00:00,6,706,-0.48690000,51.37469864,3.34519267,50.00000000
0.00000000,2023-02-20 06:00:00,6,707,-0.55620003,51.59320068,4.10488319,50.00000000
0.00000000,2023-02-20 06:00:00,6,708,-4.21579981,55.31679916,5.92377090,50.00000000
0.00000000,2023-02-20 06:00:00,6,709,-0.23330000,53.73740005,5.84099817,50.00000000
0.00000000,2023-02-20 06:00:00,6,710,-2.30890012,53.23659897,4.39588785,50.00000000
0.00000000,2023-02-20 06:00:00,6,711,0.03740000,52.16699982,5.29770088,50.00000000
0.00000000,2023-02-20 06:00:00,6,712,-1.09249997,53.59080124,5.09464025,50.00000000
0.00000000,2023-02-20 06:00:00,6,713,-3.37910008,54.75249863,6.61831760,50.00000000
0.00000000,2023-02-20 06:00:00,6,714,-1.16120005,52.38130188,5.19502735,50.00000000
0.00000000,2023-02-20 06:00:00,6,715,8.79790020,53.43439865,6.87552214,50.00000000
0.00000000,2023-02-20 06:00:00,6,717,9.27079964,54.74729919,8.46996117,50.00000000
0.00000000,2023-02-20 06:00:00,6,718,9.49880028,54.11940002,8.57475185,50.00000000
0.00000000,2023-02-20 06:00:00,6,719,9.45499992,54.38510132,8.50473022,50.00000000
0.00000000,2023-02-20 06:00:00,6,720,0.29300001,53.64400101,6.00583982,50.00000000
0.00000000,2023-02-20 06:00:00,6,721,-4.25000000,55.84899902,3.21631455,50.00000000
0.00000000,2023-02-20 06:00:00,6,722,-0.21170001,51.48749924,3.27297497,50.00000000
0.00000000,2023-02-20 06:00:00,6,723,-3.36899996,55.94110107,4.60483456,50.00000000
0.00000000,2023-02-20 06:00:00,6,724,0.00850000,51.76179886,3.58129048,50.00000000
0.00000000,2023-02-20 06:00:00,6,725,-0.22890000,50.82920074,2.86370659,50.00000000
0.00000000,2023-02-20 06:00:00,6,726,-0.10610000,50.81169891,3.26770091,50.00000000
0.00000000,2023-02-20 06:00:00,6,727,0.00970000,51.49729919,3.35361147,50.00000000
0.00000000,2023-02-20 06:00:00,6,728,-0.19560000,52.55099869,5.39580774,50.00000000
0.00000000,2023-02-20 06:00:00,6,729,-3.18829989,55.95330048,5.08628654,50.00000000
0.00000000,2023-02-20 06:00:00,6,730,-4.94430017,58.27909851,8.01376438,50.00000000
0.00000000,2023-02-20 06:00:00,6,731,-4.99009991,56.98339844,2.80912352,50.00000000
0.00000000,2023-02-20 06:00:00,6,732,-4.41639996,57.18410110,4.52563095,50.00000000
0.00000000,2023-02-20 06:00:00,6,733,-5.49510002,56.68759918,1.52791810,50.00000000
0.00000000,2023-02-20 06:00:00,6,734,-3.69169998,53.45080185,8.14463997,50.00000000
0.00000000,2023-02-20 06:00:00,6,735,-3.46210003,53.35210037,4.25988007,50.00000000
0.00000000,2023-02-20 06:00:00,6,736,9.98610020,53.56079865,6.28897524,50.00000000
0.00000000,2023-02-20 06:00:00,6,737,9.99110031,53.63029861,6.22457981,50.00000000
0.00000000,2023-02-20 06:00:00,6,738,-3.69709992,51.66019821,3.23090506,50.00000000
0.00000000,2023-02-20 06:00:00,6,739,-3.60019994,51.67219925,3.92259312,50.00000000
0.00000000,2023-02-20 06:00:00,6,740,-2.14170003,53.70199966,7.26437950,50.00000000
0.00000000,2023-02-20 06:00:00,6,741,-2.05180001,53.80059814,7.04742241,50.00000000
0.00000000,2023-02-20 06:00:00,6,742,-2.01370001,53.74179840,5.23621988,50.00000000
0.00000000,2023-02-20 06:00:00,6,743,-1.78639996,53.70119858,5.57791901,50.00000000
0.00000000,2023-02-20 06:00:00,6,744,-1.92019999,53.79399872,9.12473965,50.00000000
0.00000000,2023-02-20 06:00:00,6,745,-1.90799999,53.77700043,8.23953915,50.00000000
0.00000000,2023-02-20 06:00:00,6,746,-2.98000002,58.99750137,12.27053642,50.00000000
0.00000000,2023-02-20 06:00:00,6,747,-4.34469986,57.80709839,13.49004936,50.00000000
0.00000000,2023-02-20 06:00:00,6,748,-6.51539993,58.23249817,6.43539667,50.00000000
0.00000000,2023-02-20 06:00:00,6,749,-2.00130010,57.61529922,5.75558996,50.00000000
0.00000000,2023-02-20 06:00:00,6,750,-6.18599987,55.68960190,6.21395826,50.00000000
0.00000000,2023-02-20 06:00:00,6,751,-4.44350004,55.76620102,6.57930803,50.00000000
0.00000000,2023-02-20 06:00:00,6,752,-0.94160002,54.54449844,6.78666592,50.00000000
0.00000000,2023-02-20 06:00:00,6,753,-1.07410002,52.79980087,5.73239565,50.00000000
0.00000000,2023-02-20 06:00:00,6,754,-4.52110004,51.75809860,3.99027658,50.00000000
0.00000000,2023-02-20 06:00:00,6,755,-4.70389986,50.63779831,2.92367125,50.00000000
0.00000000,2023-02-20 06:00:00,6,756,-3.66910005,58.56570053,9.07388401,50.00000000
0.00000000,2023-02-20 06:00:00,6,757,-4.23290014,51.97809982,3.79409742,50.00000000
0.00000000,2023-02-20 06:00:00,6,758,-3.55180001,57.48410034,5.38072443,50.00000000
0.00000000,2023-02-20 06:00:00,6,759,-3.83550000,55.50839996,7.20450926,50.00000000
0.00000000,2023-02-20 06:00:00,6,760,9.64319992,50.32720184,4.54364157,50.00000000
0.00000000,2023-02-20 06:00:00,6,761,8.13059998,49.62099838,5.16386461,50.00000000
0.00000000,2023-02-20 06:00:00,6,763,-3.62389994,53.43730164,8.09342957,50.00000000
0.00000000,2023-02-20 06:00:00,6,764,-3.54069996,53.46569824,8.12053013,50.00000000
0.00000000,2023-02-20 06:00:00,6,765,8.16810036,53.83509827,14.17255974,50.00000000
0.00000000,2023-02-20 06:00:00,6,766,5.87200022,54.31800079,13.21345997,50.00000000
0.00000000,2023-02-20 06:00:00,6,768,-1.46070004,51.21569824,3.28541708,50.00000000
0.00000000,2023-02-20 06:00:00,6,769,-2.68740010,51.50320053,4.76302242,50.00000000
0.00000000,2023-02-20 06:00:00,6,770,-0.18990000,51.13610077,3.16169167,50.00000000
0.00000000,2023-02-20 06:00:00,6,771,0.14399999,51.51900101,3.45813441,50.00000000
0.00000000,2023-02-20 06:00:00,6,772,0.24640000,51.46310043,3.68460679,50.00000000
0.00000000,2023-02-20 06:00:00,6,773,-1.62829995,52.59329987,5.14859295,50.00000000
0.00000000,2023-02-20 06:00:00,6,774,-0.02160000,51.67689896,3.33201385,50.00000000
0.00000000,2023-02-20 06:00:00,6,775,-0.24320000,51.76229858,4.22305489,50.00000000
0.00000000,2023-02-20 06:00:00,6,776,-2.86310005,53.48270035,4.15916634,50.00000000
0.00000000,2023-02-20 06:00:00,6,777,-1.65310001,53.74110031,6.44876957,50.00000000
0.00000000,2023-02-20 06:00:00,6,778,-2.20420003,53.35409927,4.26094913,50.00000000
0.00000000,2023-02-20 06:00:00,6,779,-0.73009998,52.06869888,4.85870409,50.00000000
0.00000000,2023-02-20 06:00:00,6,780,-1.52160001,51.63690186,5.24611235,50.00000000
0.00000000,2023-02-20 06:00:00,6,781,-0.21220000,52.57130051,5.30283689,50.00000000
0.00000000,2023-02-20 06:00:00,6,782,-0.38490000,51.55690002,3.60992265,50.00000000
0.00000000,2023-02-20 06:00:00,6,783,-1.43589997,53.40520096,2.84231281,50.00000000
0.00000000,2023-02-20 06:00:00,6,784,-0.48410001,51.34709930,3.29038787,50.00000000
0.00000000,2023-02-20 06:00:00,6,785,-0.19110000,51.43590164,3.39230084,50.00000000
0.00000000,2023-02-20 06:00:00,6,786,-3.17910004,51.48160172,4.08695936,50.00000000
0.00000000,2023-02-20 06:00:00,6,787,-0.33669999,53.74570084,5.12492847,50.00000000
0.00000000,2023-02-20 06:00:00,6,788,1.14699996,53.13499832,8.63127995,50.00000000
0.00000000,2023-02-20 06:00:00,6,789,-3.83800006,52.42699814,3.76464200,50.00000000
0.00000000,2023-02-20 06:00:00,6,790,-1.97969997,52.99509811,4.96397972,50.00000000
0.00000000,2023-02-20 06:00:00,6,791,0.03450000,51.62760162,3.61794448,50.00000000
0.00000000,2023-02-20 06:00:00,6,792,-3.28169990,53.29339981,4.72971535,50.00000000
0.00000000,2023-02-20 06:00:00,6,793,-1.91040003,53.48020172,5.57506227,50.00000000
0.00000000,2023-02-20 06:00:00,6,794,-2.21770000,53.86980057,6.00776052,50.00000000
0.00000000,2023-02-20 06:00:00,6,795,-1.02810001,52.09149933,4.31001616,50.00000000
0.00000000,2023-02-20 06:00:00,6,796,0.26240000,52.39950180,5.72634268,50.00000000
0.00000000,2023-02-20 06:00:00,6,797,-2.24259996,53.48080063,3.60790062,50.00000000
0.00000000,2023-02-20 06:00:00,6,798,-0.00720000,51.54309845,3.09663224,50.00000000
0.00000000,2023-02-20 06:00:00,6,799,-0.22130001,51.50749969,3.07840776,50.00000000
0.00000000,2023-02-20 06:00:00,6,800,-4.18470001,50.38589859,1.43308222,50.00000000
0.00000000,2023-02-20 06:00:00,6,801,-2.08360004,55.16989899,6.40303278,50.00000000
0.00000000,2023-02-20 06:00:00,6,802,-2.97709990,57.35879898,5.54282951,50.00000000
0.00000000,2023-02-20 06:00:00,6,803,-4.53049994,51.75770187,4.11518383,50.00000000
0.00000000,2023-02-20 06:00:00,6,804,-1.16299999,52.41889954,5.18587637,50.00000000
0.00000000,2023-02-20 06:00:00,6,805,-6.41169977,57.44409943,3.34754229,50.00000000
0.00000000,2023-02-20 06:00:00,6,806,-3.26329994,53.31990051,4.59009457,50.00000000
0.00000000,2023-02-20 06:00:00,6,807,-1.84539998,51.54850006,5.42061567,50.00000000
0.00000000,2023-02-20 06:00:00,6,808,-3.29999995,58.29999924,7.08101606,50.00000000
0.00000000,2023-02-20 06:00:00,6,809,-4.80000019,57.59999847,6.37225723,50.00000000
0.00000000,2023-02-20 06:00:00,6,810,-4.09999990,57.40000153,4.32301569,50.00000000
0.00000000,2023-02-20 06:00:00,6,811,-1.89289999,52.99000168,4.06887722,50.00000000
0.00000000,2023-02-20 06:00:00,6,812,-1.87419999,52.98580170,4.31286430,50.00000000
0.00000000,2023-02-20 06:00:00,6,813,-1.89289999,52.99000168,3.15671372,50.00000000
0.00000000,2023-02-20 06:00:00,6,814,-2.80040002,54.04999924,5.18306828,50.00000000
0.00000000,2023-02-20 06:00:00,6,815,-2.91750002,54.89429855,6.15021276,50.00000000
0.00000000,2023-02-20 06:00:00,6,816,-2.02629995,53.74140167,5.29349375,50.00000000
0.00000000,2023-02-20 06:00:00,6,817,-4.48390007,54.96049881,3.12257218,50.00000000
0.00000000,2023-02-20 06:00:00,6,818,-2.74469995,54.32989883,4.37604809,50.00000000
0.00000000,2023-02-20 06:00:00,6,819,-2.80349994,54.04729843,5.27790022,50.00000000
0.00000000,2023-02-20 06:00:00,6,820,-4.48260021,54.95880127,3.03316903,50.00000000
0.00000000,2023-02-20 06:00:00,6,821,-1.07840002,53.82770157,5.15255213,50.00000000
0.00000000,2023-02-20 06:00:00,6,822,-3.14849997,51.47629929,4.08818436,50.00000000
0.00000000,2023-02-20 06:00:00,6,823,-5.76000023,54.72000122,5.12373257,50.00000000
0.00000000,2023-02-20 06:00:00,6,824,-5.78999996,54.84000015,3.39460087,50.00000000
0.00000000,2023-02-20 06:00:00,6,825,-2.43449998,55.79700089,7.00336218,50.00000000
0.00000000,2023-02-20 06:00:00,6,826,0.30430001,52.15729904,4.96111822,50.00000000
0.00000000,2023-02-20 06:00:00,6,827,-4.77500010,54.94139862,4.33020926,50.00000000
0.00000000,2023-02-20 06:00:00,6,830,-3.64409995,51.76699829,3.92737174,50.00000000
0.00000000,2023-02-20 06:00:00,6,831,-3.67170000,51.76100159,4.82912397,50.00000000
0.00000000,2023-02-20 06:00:00,6,832,-3.51279998,51.70700073,5.82646132,50.00000000
0.00000000,2023-02-20 06:00:00,6,833,-3.49729991,51.60910034,4.93506813,50.00000000
0.00000000,2023-02-20 06:00:00,6,834,-3.51799989,51.61690140,5.85001945,50.00000000
0.00000000,2023-02-20 06:00:00,6,835,-0.10840000,51.55490112,3.36068296,50.00000000
0.00000000,2023-02-20 06:00:00,6,836,-0.28470001,51.71110153,4.18164062,50.00000000
0.00000000,2023-02-20 06:00:00,6,837,-0.02400000,51.54349899,3.10788155,50.00000000
0.00000000,2023-02-20 06:00:00,6,838,-3.01810002,56.18220139,3.83583403,50.00000000
0.00000000,2023-02-20 06:00:00,6,839,-4.81669998,57.13330078,5.43333578,50.00000000
0.00000000,2023-02-20 06:00:00,6,840,-9.31079960,51.93859863,4.89303255,50.00000000
0.00000000,2023-02-20 06:00:00,6,841,-3.51320004,54.56850052,5.28827095,50.00000000
0.00000000,2023-02-20 06:00:00,6,842,-3.91459990,55.55749893,9.94548321,50.00000000
0.00000000,2023-02-20 06:00:00,6,843,-4.12779999,58.04800034,6.20990181,50.00000000
0.00000000,2023-02-20 06:00:00,6,844,1.61730003,52.21080017,5.35102320,50.00000000
0.00000000,2023-02-20 06:00:00,6,845,-4.48280001,53.41619873,5.77010632,50.00000000
0.00000000,2023-02-20 06:00:00,6,846,-0.24500000,51.53219986,3.28722358,50.00000000
0.00000000,2023-02-20 06:00:00,6,847,-2.43330002,53.08959961,3.97965264,50.00000000
0.00000000,2023-02-20 06:00:00,6,848,-2.49480009,51.69269943,4.09283686,50.00000000
0.00000000,2023-02-20 06:00:00,6,849,-3.50070000,54.41920090,3.41389918,50.00000000
0.00000000,2023-02-20 06:00:00,6,850,-3.22679996,55.01440048,4.82056808,50.00000000
0.00000000,2023-02-20 06:00:00,6,851,-2.96009994,54.90869904,6.21348381,50.00000000
0.00000000,2023-02-20 06:00:00,6,852,-3.75259995,58.57759857,9.28977394,50.00000000
0.00000000,2023-02-20 06:00:00,6,853,1.25849998,52.10129929,4.81112003,50.00000000
0.00000000,2023-02-20 06:00:00,6,854,0.37320000,52.61080170,5.48117065,50.00000000
0.00000000,2023-02-20 06:00:00,6,855,-0.69650000,53.22460175,5.00248337,50.00000000
0.00000000,2023-02-20 06:00:00,6,856,-0.22950000,53.15340042,5.84964752,50.00000000
0.00000000,2023-02-20 06:00:00,6,857,-0.04550000,52.93939972,6.17955256,50.00000000
0.00000000,2023-02-20 06:00:00,6,858,-0.68390000,53.37060165,5.19959497,50.00000000
0.00000000,2023-02-20 06:00:00,6,859,-0.73449999,52.35900116,5.35235214,50.00000000
0.00000000,2023-02-20 06:00:00,6,860,-0.87540001,51.96910095,4.77165318,50.00000000
0.00000000,2023-02-20 06:00:00,6,861,-0.24320000,52.28810120,5.26817369,50.00000000
0.00000000,2023-02-20 06:00:00,6,862,-0.29789999,52.19219971,5.13438034,50.00000000
0.00000000,2023-02-20 06:00:00,6,863,-0.81120002,52.43569946,4.85582352,50.00000000
0.00000000,2023-02-20 06:00:00,6,864,0.57499999,51.51100159,4.36199427,50.00000000
0.00000000,2023-02-20 06:00:00,6,865,0.70929998,51.55550003,4.21638584,50.00000000
