attrs,values
units,"1"
model_var,""
dtime_units,"hour"
level_type,"isobaric"
time_type,"UT"
time_bounds,"[0, 0]"
level,time,dtime,id,lon,lat,forecast_reference_time_hour,scaled_vertical_displacement
0,2000-01-01,6,599,-0.75239998,53.60390091,3.00000000,0.99948013
0,2000-01-01,6,600,-7.10750008,53.99940109,3.00000000,1.04468203
0,2000-01-01,6,601,-9.12129974,52.40119934,3.00000000,1.22306252
0,2000-01-01,6,602,-0.85299999,53.11800003,3.00000000,1.01497340
0,2000-01-01,6,603,-0.83730000,53.17060089,3.00000000,1.03272855
0,2000-01-01,6,604,-0.52700001,53.99390030,3.00000000,1.05663168
0,2000-01-01,6,605,-0.16450000,53.86849976,3.00000000,1.00123131
0,2000-01-01,6,606,-0.16689999,53.56069946,3.00000000,1.02347875
0,2000-01-01,6,607,-1.06060004,53.08919907,3.00000000,1.03126895
0,2000-01-01,6,608,-0.78869998,53.84889984,3.00000000,0.99840802
0,2000-01-01,6,609,-0.77130002,53.75770187,3.00000000,1.00043690
0,2000-01-01,6,610,-0.80629998,53.81200027,3.00000000,0.99953592
0,2000-01-01,6,611,-1.37450004,54.79449844,3.00000000,1.01264393
0,2000-01-01,6,612,-1.61629999,54.55540085,3.00000000,0.97496116
0,2000-01-01,6,613,-1.74839997,54.84970093,3.00000000,1.01892281
0,2000-01-01,6,614,-6.04860020,54.82949829,3.00000000,0.88282400
0,2000-01-01,6,615,-3.97930002,55.66830063,3.00000000,1.04953170
0,2000-01-01,6,616,-3.65459991,55.78350067,3.00000000,1.03548956
0,2000-01-01,6,617,-3.89890003,55.91859818,3.00000000,1.02902639
